#"FID1 - B:Signal #1 LEO_027_1eq_02h.D"
#Point,X(Minutes),Y(Response Units)
4367,1.4557,70670
4368,1.4560,70737
4369,1.4563,70724
4370,1.4567,70769
4371,1.4570,70821
4372,1.4573,70837
4373,1.4577,70731
4374,1.4580,70694
4375,1.4583,70753
4376,1.4587,70663
4377,1.4590,70664
4378,1.4593,70640
4379,1.4597,70672
4380,1.4600,70634
4381,1.4603,70724
4382,1.4607,70730
4383,1.4610,70657
4384,1.4613,70596
4385,1.4617,70635
4386,1.4620,70645
4387,1.4623,70550
4388,1.4627,70664
4389,1.4630,70796
4390,1.4633,70807
4391,1.4637,70740
4392,1.4640,70718
4393,1.4643,70716
4394,1.4647,70754
4395,1.4650,70724
4396,1.4653,70735
4397,1.4657,70690
4398,1.4660,70629
4399,1.4663,70535
4400,1.4667,70443
4401,1.4670,70489
4402,1.4673,70615
4403,1.4677,70581
4404,1.4680,70643
4405,1.4683,70652
4406,1.4687,70722
4407,1.4690,70724
4408,1.4693,70772
4409,1.4697,70793
4410,1.4700,70792
4411,1.4703,70783
4412,1.4707,70722
4413,1.4710,70724
4414,1.4713,70694
4415,1.4717,70713
4416,1.4720,70683
4417,1.4723,70792
4418,1.4727,70877
4419,1.4730,70818
4420,1.4733,70760
4421,1.4737,70810
4422,1.4740,70802
4423,1.4743,70786
4424,1.4747,70692
4425,1.4750,70713
4426,1.4753,70736
4427,1.4757,70782
4428,1.4760,70736
4429,1.4763,70608
4430,1.4767,70587
4431,1.4770,70630
4432,1.4773,70620
4433,1.4777,70673
4434,1.4780,70718
4435,1.4783,70722
4436,1.4787,70729
4437,1.4790,70709
4438,1.4793,70716
4439,1.4797,70668
4440,1.4800,70716
4441,1.4803,70754
4442,1.4807,70741
4443,1.4810,70763
4444,1.4813,70854
4445,1.4817,70759
4446,1.4820,70754
4447,1.4823,70732
4448,1.4827,70773
4449,1.4830,70768
4450,1.4833,70720
4451,1.4837,70729
4452,1.4840,70659
4453,1.4843,70684
4454,1.4847,70745
4455,1.4850,70683
4456,1.4853,70704
4457,1.4857,70703
4458,1.4860,70737
4459,1.4863,70690
4460,1.4867,70684
4461,1.4870,70757
4462,1.4873,70723
4463,1.4877,70778
4464,1.4880,70777
4465,1.4883,70758
4466,1.4887,70649
4467,1.4890,70656
4468,1.4893,70702
4469,1.4897,70692
4470,1.4900,70591
4471,1.4903,70662
4472,1.4907,70717
4473,1.4910,70732
4474,1.4913,70782
4475,1.4917,70825
4476,1.4920,70839
4477,1.4923,70733
4478,1.4927,70718
4479,1.4930,70788
4480,1.4933,70721
4481,1.4937,70670
4482,1.4940,70714
4483,1.4943,70772
4484,1.4947,70727
4485,1.4950,70636
4486,1.4953,70689
4487,1.4957,70803
4488,1.4960,70788
4489,1.4963,70722
4490,1.4967,70771
4491,1.4970,70839
4492,1.4973,70848
4493,1.4977,70779
4494,1.4980,70800
4495,1.4983,70763
4496,1.4987,70716
4497,1.4990,70701
4498,1.4993,70774
4499,1.4997,70743
4500,1.5000,70677
4501,1.5003,70654
4502,1.5007,70679
4503,1.5010,70583
4504,1.5013,70554
4505,1.5017,70663
4506,1.5020,70797
4507,1.5023,70752
4508,1.5027,70699
4509,1.5030,70702
4510,1.5033,70722
4511,1.5037,70649
4512,1.5040,70639
4513,1.5043,70703
4514,1.5047,70701
4515,1.5050,70712
4516,1.5053,70764
4517,1.5057,70854
4518,1.5060,70736
4519,1.5063,70712
4520,1.5067,70679
4521,1.5070,70736
4522,1.5073,70692
4523,1.5077,70742
4524,1.5080,70803
4525,1.5083,70754
4526,1.5087,70724
4527,1.5090,70737
4528,1.5093,70685
4529,1.5097,70617
4530,1.5100,70624
4531,1.5103,70738
4532,1.5107,70728
4533,1.5110,70759
4534,1.5113,70820
4535,1.5117,70813
4536,1.5120,70734
4537,1.5123,70757
4538,1.5127,70884
4539,1.5130,70836
4540,1.5133,70826
4541,1.5137,70805
4542,1.5140,70832
4543,1.5143,70741
4544,1.5147,70746
4545,1.5150,70804
4546,1.5153,70744
4547,1.5157,70694
4548,1.5160,70697
4549,1.5163,70728
4550,1.5167,70761
4551,1.5170,70740
4552,1.5173,70776
4553,1.5177,70734
4554,1.5180,70778
4555,1.5183,70817
4556,1.5187,70740
4557,1.5190,70754
4558,1.5193,70748
4559,1.5197,70759
4560,1.5200,70728
4561,1.5203,70712
4562,1.5207,70717
4563,1.5210,70666
4564,1.5213,70677
4565,1.5217,70742
4566,1.5220,70686
4567,1.5223,70728
4568,1.5227,70731
4569,1.5230,70759
4570,1.5233,70746
4571,1.5237,70765
4572,1.5240,70708
4573,1.5243,70637
4574,1.5247,70668
4575,1.5250,70822
4576,1.5253,70794
4577,1.5257,70786
4578,1.5260,70701
4579,1.5263,70678
4580,1.5267,70665
4581,1.5270,70702
4582,1.5273,70670
4583,1.5277,70547
4584,1.5280,70603
4585,1.5283,70749
4586,1.5287,70780
4587,1.5290,70754
4588,1.5293,70747
4589,1.5297,70742
4590,1.5300,70757
4591,1.5303,70743
4592,1.5307,70788
4593,1.5310,70722
4594,1.5313,70745
4595,1.5317,70734
4596,1.5320,70636
4597,1.5323,70624
4598,1.5327,70677
4599,1.5330,70716
4600,1.5333,70741
4601,1.5337,70762
4602,1.5340,70761
4603,1.5343,70627
4604,1.5347,70574
4605,1.5350,70665
4606,1.5353,70732
4607,1.5357,70791
4608,1.5360,70705
4609,1.5363,70626
4610,1.5367,70554
4611,1.5370,70688
4612,1.5373,70829
4613,1.5377,70768
4614,1.5380,70725
4615,1.5383,70717
4616,1.5387,70828
4617,1.5390,70817
4618,1.5393,70872
4619,1.5397,70905
4620,1.5400,70796
4621,1.5403,70760
4622,1.5407,70716
4623,1.5410,70736
4624,1.5413,70642
4625,1.5417,70639
4626,1.5420,70724
4627,1.5423,70705
4628,1.5427,70707
4629,1.5430,70695
4630,1.5433,70667
4631,1.5437,70661
4632,1.5440,70690
4633,1.5443,70712
4634,1.5447,70717
4635,1.5450,70723
4636,1.5453,70771
4637,1.5457,70678
4638,1.5460,70662
4639,1.5463,70673
4640,1.5467,70702
4641,1.5470,70631
4642,1.5473,70696
4643,1.5477,70785
4644,1.5480,70810
4645,1.5483,70770
4646,1.5487,70762
4647,1.5490,70775
4648,1.5493,70750
4649,1.5497,70792
4650,1.5500,70827
4651,1.5503,70786
4652,1.5507,70801
4653,1.5510,70797
4654,1.5513,70784
4655,1.5517,70696
4656,1.5520,70737
4657,1.5523,70808
4658,1.5527,70768
4659,1.5530,70775
4660,1.5533,70824
4661,1.5537,70793
4662,1.5540,70828
4663,1.5543,70813
4664,1.5547,70873
4665,1.5550,70718
4666,1.5553,70715
4667,1.5557,70732
4668,1.5560,70711
4669,1.5563,70677
4670,1.5567,70706
4671,1.5570,70742
4672,1.5573,70720
4673,1.5577,70762
4674,1.5580,70812
4675,1.5583,70734
4676,1.5587,70709
4677,1.5590,70754
4678,1.5593,70801
4679,1.5597,70807
4680,1.5600,70814
4681,1.5603,70815
4682,1.5607,70728
4683,1.5610,70737
4684,1.5613,70825
4685,1.5617,70828
4686,1.5620,70788
4687,1.5623,70751
4688,1.5627,70713
4689,1.5630,70736
4690,1.5633,70720
4691,1.5637,70725
4692,1.5640,70682
4693,1.5643,70788
4694,1.5647,70902
4695,1.5650,70816
4696,1.5653,70776
4697,1.5657,70743
4698,1.5660,70747
4699,1.5663,70692
4700,1.5667,70680
4701,1.5670,70677
4702,1.5673,70657
4703,1.5677,70647
4704,1.5680,70745
4705,1.5683,70715
4706,1.5687,70770
4707,1.5690,70756
4708,1.5693,70725
4709,1.5697,70639
4710,1.5700,70669
4711,1.5703,70725
4712,1.5707,70617
4713,1.5710,70633
4714,1.5713,70659
4715,1.5717,70777
4716,1.5720,70674
4717,1.5723,70680
4718,1.5727,70693
4719,1.5730,70681
4720,1.5733,70719
4721,1.5737,70767
4722,1.5740,70779
4723,1.5743,70742
4724,1.5747,70716
4725,1.5750,70794
4726,1.5753,70731
4727,1.5757,70716
4728,1.5760,70732
4729,1.5763,70799
4730,1.5767,70764
4731,1.5770,70680
4732,1.5773,70760
4733,1.5777,70861
4734,1.5780,70863
4735,1.5783,70831
4736,1.5787,70828
4737,1.5790,70779
4738,1.5793,70725
4739,1.5797,70691
4740,1.5800,70825
4741,1.5803,70772
4742,1.5807,70762
4743,1.5810,70744
4744,1.5813,70837
4745,1.5817,70737
4746,1.5820,70742
4747,1.5823,70711
4748,1.5827,70710
4749,1.5830,70651
4750,1.5833,70656
4751,1.5837,70831
4752,1.5840,70789
4753,1.5843,70799
4754,1.5847,70723
4755,1.5850,70750
4756,1.5853,70736
4757,1.5857,70801
4758,1.5860,70833
4759,1.5863,70769
4760,1.5867,70757
4761,1.5870,70792
4762,1.5873,70736
4763,1.5877,70653
4764,1.5880,70651
4765,1.5883,70751
4766,1.5887,70728
4767,1.5890,70685
4768,1.5893,70725
4769,1.5897,70778
4770,1.5900,70679
4771,1.5903,70645
4772,1.5907,70608
4773,1.5910,70621
4774,1.5913,70578
4775,1.5917,70567
4776,1.5920,70649
4777,1.5923,70607
4778,1.5927,70654
4779,1.5930,70737
4780,1.5933,70781
4781,1.5937,70741
4782,1.5940,70690
4783,1.5943,70697
4784,1.5947,70622
4785,1.5950,70665
4786,1.5953,70729
4787,1.5957,70801
4788,1.5960,70741
4789,1.5963,70782
4790,1.5967,70906
4791,1.5970,70863
4792,1.5973,70810
4793,1.5977,70717
4794,1.5980,70685
4795,1.5983,70701
4796,1.5987,70730
4797,1.5990,70731
4798,1.5993,70692
4799,1.5997,70733
4800,1.6000,70831
4801,1.6003,70733
4802,1.6007,70712
4803,1.6010,70714
4804,1.6013,70782
4805,1.6017,70726
4806,1.6020,70759
4807,1.6023,70841
4808,1.6027,70794
4809,1.6030,70797
4810,1.6033,70804
4811,1.6037,70797
4812,1.6040,70757
4813,1.6043,70759
4814,1.6047,70836
4815,1.6050,70777
4816,1.6053,70774
4817,1.6057,70794
4818,1.6060,70775
4819,1.6063,70782
4820,1.6067,70779
4821,1.6070,70759
4822,1.6073,70648
4823,1.6077,70629
4824,1.6080,70746
4825,1.6083,70704
4826,1.6087,70700
4827,1.6090,70690
4828,1.6093,70686
4829,1.6097,70636
4830,1.6100,70678
4831,1.6103,70802
4832,1.6107,70763
4833,1.6110,70678
4834,1.6113,70667
4835,1.6117,70692
4836,1.6120,70713
4837,1.6123,70716
4838,1.6127,70809
4839,1.6130,70732
4840,1.6133,70752
4841,1.6137,70731
4842,1.6140,70723
4843,1.6143,70638
4844,1.6147,70656
4845,1.6150,70788
4846,1.6153,70743
4847,1.6157,70725
4848,1.6160,70711
4849,1.6163,70750
4850,1.6167,70753
4851,1.6170,70734
4852,1.6173,70695
4853,1.6177,70628
4854,1.6180,70641
4855,1.6183,70794
4856,1.6187,70739
4857,1.6190,70738
4858,1.6193,70698
4859,1.6197,70754
4860,1.6200,70709
4861,1.6203,70725
4862,1.6207,70824
4863,1.6210,70805
4864,1.6213,70782
4865,1.6217,70768
4866,1.6220,70742
4867,1.6223,70689
4868,1.6227,70720
4869,1.6230,70845
4870,1.6233,70832
4871,1.6237,70780
4872,1.6240,70740
4873,1.6243,70719
4874,1.6247,70705
4875,1.6250,70730
4876,1.6253,70891
4877,1.6257,70798
4878,1.6260,70777
4879,1.6263,70732
4880,1.6267,70773
4881,1.6270,70750
4882,1.6273,70761
4883,1.6277,70861
4884,1.6280,70764
4885,1.6283,70770
4886,1.6287,70777
4887,1.6290,70826
4888,1.6293,70788
4889,1.6297,70778
4890,1.6300,70779
4891,1.6303,70783
4892,1.6307,70737
4893,1.6310,70811
4894,1.6313,70714
4895,1.6317,70752
4896,1.6320,70752
4897,1.6323,70754
4898,1.6327,70710
4899,1.6330,70712
4900,1.6333,70784
4901,1.6337,70700
4902,1.6340,70731
4903,1.6343,70738
4904,1.6347,70774
4905,1.6350,70699
4906,1.6353,70733
4907,1.6357,70823
4908,1.6360,70771
4909,1.6363,70737
4910,1.6367,70683
4911,1.6370,70622
4912,1.6373,70583
4913,1.6377,70653
4914,1.6380,70822
4915,1.6383,70749
4916,1.6387,70696
4917,1.6390,70650
4918,1.6393,70663
4919,1.6397,70716
4920,1.6400,70769
4921,1.6403,70822
4922,1.6407,70715
4923,1.6410,70731
4924,1.6413,70816
4925,1.6417,70795
4926,1.6420,70763
4927,1.6423,70738
4928,1.6427,70710
4929,1.6430,70640
4930,1.6433,70651
4931,1.6437,70792
4932,1.6440,70753
4933,1.6443,70699
4934,1.6447,70716
4935,1.6450,70781
4936,1.6453,70796
4937,1.6457,70786
4938,1.6460,70816
4939,1.6463,70717
4940,1.6467,70712
4941,1.6470,70708
4942,1.6473,70717
4943,1.6477,70659
4944,1.6480,70683
4945,1.6483,70687
4946,1.6487,70720
4947,1.6490,70747
4948,1.6493,70846
4949,1.6497,70735
4950,1.6500,70715
4951,1.6503,70748
4952,1.6507,70775
4953,1.6510,70703
4954,1.6513,70705
4955,1.6517,70817
4956,1.6520,70749
4957,1.6523,70699
4958,1.6527,70628
4959,1.6530,70624
4960,1.6533,70585
4961,1.6537,70635
4962,1.6540,70791
4963,1.6543,70730
4964,1.6547,70718
4965,1.6550,70721
4966,1.6553,70774
4967,1.6557,70786
4968,1.6560,70748
4969,1.6563,70745
4970,1.6567,70699
4971,1.6570,70707
4972,1.6573,70801
4973,1.6577,70756
4974,1.6580,70822
4975,1.6583,70853
4976,1.6587,70860
4977,1.6590,70777
4978,1.6593,70731
4979,1.6597,70805
4980,1.6600,70704
4981,1.6603,70723
4982,1.6607,70741
4983,1.6610,70751
4984,1.6613,70655
4985,1.6617,70656
4986,1.6620,70767
4987,1.6623,70767
4988,1.6627,70753
4989,1.6630,70738
4990,1.6633,70744
4991,1.6637,70726
4992,1.6640,70741
4993,1.6643,70871
4994,1.6647,70791
4995,1.6650,70804
4996,1.6653,70750
4997,1.6657,70756
4998,1.6660,70757
4999,1.6663,70758
5000,1.6667,70782
5001,1.6670,70747
5002,1.6673,70791
5003,1.6677,70816
5004,1.6680,70733
5005,1.6683,70705
5006,1.6687,70754
5007,1.6690,70726
5008,1.6693,70722
5009,1.6697,70715
5010,1.6700,70771
5011,1.6703,70681
5012,1.6707,70675
5013,1.6710,70783
5014,1.6713,70730
5015,1.6717,70750
5016,1.6720,70758
5017,1.6723,70786
5018,1.6727,70747
5019,1.6730,70718
5020,1.6733,70739
5021,1.6737,70740
5022,1.6740,70667
5023,1.6743,70766
5024,1.6747,70662
5025,1.6750,70759
5026,1.6753,70722
5027,1.6757,70711
5028,1.6760,70596
5029,1.6763,70626
5030,1.6767,70803
5031,1.6770,70788
5032,1.6773,70802
5033,1.6777,70780
5034,1.6780,70761
5035,1.6783,70696
5036,1.6787,70659
5037,1.6790,70739
5038,1.6793,70677
5039,1.6797,70712
5040,1.6800,70780
5041,1.6803,70798
5042,1.6807,70835
5043,1.6810,70829
5044,1.6813,70846
5045,1.6817,70721
5046,1.6820,70709
5047,1.6823,70771
5048,1.6827,70754
5049,1.6830,70703
5050,1.6833,70708
5051,1.6837,70677
5052,1.6840,70700
5053,1.6843,70710
5054,1.6847,70776
5055,1.6850,70808
5056,1.6853,70802
5057,1.6857,70731
5058,1.6860,70659
5059,1.6863,70665
5060,1.6867,70790
5061,1.6870,70683
5062,1.6873,70597
5063,1.6877,70597
5064,1.6880,70612
5065,1.6883,70706
5066,1.6887,70818
5067,1.6890,70948
5068,1.6893,71002
5069,1.6897,70934
5070,1.6900,70805
5071,1.6903,70635
5072,1.6907,70521
5073,1.6910,70692
5074,1.6913,70692
5075,1.6917,70745
5076,1.6920,70747
5077,1.6923,70750
5078,1.6927,70789
5079,1.6930,70738
5080,1.6933,70616
5081,1.6937,70478
5082,1.6940,70527
5083,1.6943,70671
5084,1.6947,70846
5085,1.6950,70855
5086,1.6953,70836
5087,1.6957,70690
5088,1.6960,70613
5089,1.6963,70748
5090,1.6967,70807
5091,1.6970,70906
5092,1.6973,70913
5093,1.6977,70853
5094,1.6980,70819
5095,1.6983,70799
5096,1.6987,70779
5097,1.6990,70722
5098,1.6993,70691
5099,1.6997,70719
5100,1.7000,70750
5101,1.7003,70796
5102,1.7007,70756
5103,1.7010,70665
5104,1.7013,70561
5105,1.7017,70564
5106,1.7020,70647
5107,1.7023,70713
5108,1.7027,70679
5109,1.7030,70657
5110,1.7033,70662
5111,1.7037,70697
5112,1.7040,70679
5113,1.7043,70695
5114,1.7047,70809
5115,1.7050,70698
5116,1.7053,70663
5117,1.7057,70641
5118,1.7060,70678
5119,1.7063,70673
5120,1.7067,70729
5121,1.7070,70764
5122,1.7073,70799
5123,1.7077,70785
5124,1.7080,70769
5125,1.7083,70706
5126,1.7087,70719
5127,1.7090,70719
5128,1.7093,70798
5129,1.7097,70812
5130,1.7100,70834
5131,1.7103,70755
5132,1.7107,70705
5133,1.7110,70768
5134,1.7113,70734
5135,1.7117,70766
5136,1.7120,70805
5137,1.7123,70768
5138,1.7127,70772
5139,1.7130,70773
5140,1.7133,70811
5141,1.7137,70824
5142,1.7140,70807
5143,1.7143,70721
5144,1.7147,70697
5145,1.7150,70743
5146,1.7153,70949
5147,1.7157,70837
5148,1.7160,70763
5149,1.7163,70749
5150,1.7167,70762
5151,1.7170,70784
5152,1.7173,70755
5153,1.7177,70879
5154,1.7180,70792
5155,1.7183,70790
5156,1.7187,70754
5157,1.7190,70756
5158,1.7193,70729
5159,1.7197,70764
5160,1.7200,70907
5161,1.7203,70823
5162,1.7207,70799
5163,1.7210,70792
5164,1.7213,70838
5165,1.7217,70805
5166,1.7220,70765
5167,1.7223,70845
5168,1.7227,70774
5169,1.7230,70763
5170,1.7233,70751
5171,1.7237,70739
5172,1.7240,70761
5173,1.7243,70778
5174,1.7247,70805
5175,1.7250,70699
5176,1.7253,70643
5177,1.7257,70772
5178,1.7260,70765
5179,1.7263,70784
5180,1.7267,70741
5181,1.7270,70725
5182,1.7273,70658
5183,1.7277,70653
5184,1.7280,70802
5185,1.7283,70762
5186,1.7287,70719
5187,1.7290,70674
5188,1.7293,70670
5189,1.7297,70624
5190,1.7300,70602
5191,1.7303,70782
5192,1.7307,70780
5193,1.7310,70828
5194,1.7313,70802
5195,1.7317,70793
5196,1.7320,70748
5197,1.7323,70718
5198,1.7327,70886
5199,1.7330,70840
5200,1.7333,70847
5201,1.7337,70825
5202,1.7340,70820
5203,1.7343,70810
5204,1.7347,70800
5205,1.7350,70805
5206,1.7353,70763
5207,1.7357,70721
5208,1.7360,70851
5209,1.7363,70802
5210,1.7367,70807
5211,1.7370,70813
5212,1.7373,70873
5213,1.7377,70919
5214,1.7380,70906
5215,1.7383,71020
5216,1.7387,70965
5217,1.7390,71013
5218,1.7393,71116
5219,1.7397,71187
5220,1.7400,71277
5221,1.7403,71353
5222,1.7407,71494
5223,1.7410,71624
5224,1.7413,71776
5225,1.7417,72076
5226,1.7420,72227
5227,1.7423,72477
5228,1.7427,72708
5229,1.7430,72983
5230,1.7433,73306
5231,1.7437,73728
5232,1.7440,74192
5233,1.7443,74654
5234,1.7447,75204
5235,1.7450,75954
5236,1.7453,76581
5237,1.7457,77379
5238,1.7460,78214
5239,1.7463,79141
5240,1.7467,80105
5241,1.7470,81199
5242,1.7473,82301
5243,1.7477,83401
5244,1.7480,84618
5245,1.7483,86107
5246,1.7487,87522
5247,1.7490,88950
5248,1.7493,90445
5249,1.7497,92013
5250,1.7500,93642
5251,1.7503,95315
5252,1.7507,96998
5253,1.7510,98604
5254,1.7513,100233
5255,1.7517,101853
5256,1.7520,103322
5257,1.7523,104811
5258,1.7527,106169
5259,1.7530,107443
5260,1.7533,108657
5261,1.7537,109831
5262,1.7540,110926
5263,1.7543,111787
5264,1.7547,112652
5265,1.7550,113455
5266,1.7553,113965
5267,1.7557,114302
5268,1.7560,114507
5269,1.7563,114598
5270,1.7567,114584
5271,1.7570,114564
5272,1.7573,114524
5273,1.7577,114175
5274,1.7580,113751
5275,1.7583,113194
5276,1.7587,112547
5277,1.7590,111716
5278,1.7593,110853
5279,1.7597,110028
5280,1.7600,109048
5281,1.7603,108030
5282,1.7607,107011
5283,1.7610,105833
5284,1.7613,104601
5285,1.7617,103404
5286,1.7620,102334
5287,1.7623,101061
5288,1.7627,99797
5289,1.7630,98525
5290,1.7633,97324
5291,1.7637,96087
5292,1.7640,94955
5293,1.7643,93949
5294,1.7647,92854
5295,1.7650,91871
5296,1.7653,90940
5297,1.7657,90107
5298,1.7660,89385
5299,1.7663,88797
5300,1.7667,88279
5301,1.7670,87749
5302,1.7673,87321
5303,1.7677,87099
5304,1.7680,86910
5305,1.7683,86906
5306,1.7687,86954
5307,1.7690,87002
5308,1.7693,87165
5309,1.7697,87454
5310,1.7700,87864
5311,1.7703,88204
5312,1.7707,88668
5313,1.7710,89281
5314,1.7713,89808
5315,1.7717,90357
5316,1.7720,90962
5317,1.7723,91566
5318,1.7727,92310
5319,1.7730,93109
5320,1.7733,93994
5321,1.7737,94847
5322,1.7740,95978
5323,1.7743,97407
5324,1.7747,98920
5325,1.7750,100633
5326,1.7753,102618
5327,1.7757,104952
5328,1.7760,107648
5329,1.7763,110869
5330,1.7767,114574
5331,1.7770,118811
5332,1.7773,123718
5333,1.7777,129439
5334,1.7780,135726
5335,1.7783,142862
5336,1.7787,150661
5337,1.7790,159468
5338,1.7793,169085
5339,1.7797,179477
5340,1.7800,190407
5341,1.7803,202086
5342,1.7807,214796
5343,1.7810,228282
5344,1.7813,242161
5345,1.7817,256564
5346,1.7820,271772
5347,1.7823,288138
5348,1.7827,306035
5349,1.7830,325806
5350,1.7833,347773
5351,1.7837,372897
5352,1.7840,403059
5353,1.7843,439932
5354,1.7847,485673
5355,1.7850,543141
5356,1.7853,616515
5357,1.7857,710746
5358,1.7860,832714
5359,1.7863,989071
5360,1.7867,1188943
5361,1.7870,1442091
5362,1.7873,1763229
5363,1.7877,2168563
5364,1.7880,2676195
5365,1.7883,3306314
5366,1.7887,4082459
5367,1.7890,5030413
5368,1.7893,6177126
5369,1.7897,7550963
5370,1.7900,9184731
5371,1.7903,11109185
5372,1.7907,13352129
5373,1.7910,15941474
5374,1.7913,18890704
5375,1.7917,22208628
5376,1.7920,25890512
5377,1.7923,29916100
5378,1.7927,34228312
5379,1.7930,38744892
5380,1.7933,43392064
5381,1.7937,48093836
5382,1.7940,52738336
5383,1.7943,57209236
5384,1.7947,61410480
5385,1.7950,65252328
5386,1.7953,68648048
5387,1.7957,71515256
5388,1.7960,73770480
5389,1.7963,75357320
5390,1.7967,76298904
5391,1.7970,76663456
5392,1.7973,76508768
5393,1.7977,75843960
5394,1.7980,74633568
5395,1.7983,72910584
5396,1.7987,70722384
5397,1.7990,68206776
5398,1.7993,65430432
5399,1.7997,62441392
5400,1.8000,59260568
5401,1.8003,55959136
5402,1.8007,52615960
5403,1.8010,49250896
5404,1.8013,45870504
5405,1.8017,42498712
5406,1.8020,39178104
5407,1.8023,35942120
5408,1.8027,32816150
5409,1.8030,29835168
5410,1.8033,27005964
5411,1.8037,24320380
5412,1.8040,21795636
5413,1.8043,19447084
5414,1.8047,17275458
5415,1.8050,15278622
5416,1.8053,13451851
5417,1.8057,11790714
5418,1.8060,10292768
5419,1.8063,8956968
5420,1.8067,7776229
5421,1.8070,6733165
5422,1.8073,5812867
5423,1.8077,5004767
5424,1.8080,4298594
5425,1.8083,3685324
5426,1.8087,3154253
5427,1.8090,2698343
5428,1.8093,2307087
5429,1.8097,1970490
5430,1.8100,1681530
5431,1.8103,1436193
5432,1.8107,1228348
5433,1.8110,1052643
5434,1.8113,903876
5435,1.8117,778121
5436,1.8120,672422
5437,1.8123,584415
5438,1.8127,515015
5439,1.8130,511040
5440,1.8133,1434273
5441,1.8137,16291970
5442,1.8140,137515360
5443,1.8143,483255520
5444,1.8147,927470080
5445,1.8150,1277384320
5446,1.8153,1399579648
5447,1.8157,1405675648
5448,1.8160,1395584256
5449,1.8163,1384577408
5450,1.8167,1374507008
5451,1.8170,1364933504
5452,1.8173,1354943616
5453,1.8177,1345081088
5454,1.8180,1336150016
5455,1.8183,1326821888
5456,1.8187,1317081472
5457,1.8190,1307401984
5458,1.8193,1299615872
5459,1.8197,1292482816
5460,1.8200,1285025280
5461,1.8203,1276769920
5462,1.8207,1267958528
5463,1.8210,1259094912
5464,1.8213,1250296832
5465,1.8217,1242186112
5466,1.8220,1234665088
5467,1.8223,1227723392
5468,1.8227,1220538496
5469,1.8230,1212977920
5470,1.8233,1205226240
5471,1.8237,1197383552
5472,1.8240,1189368832
5473,1.8243,1181087488
5474,1.8247,1173123072
5475,1.8250,1166046720
5476,1.8253,1159741440
5477,1.8257,1153021312
5478,1.8260,1145570048
5479,1.8263,1137070976
5480,1.8267,1128855808
5481,1.8270,1120876672
5482,1.8273,1113328384
5483,1.8277,1105596928
5484,1.8280,1097559424
5485,1.8283,1089954048
5486,1.8287,1082488192
5487,1.8290,1074782848
5488,1.8293,1066286464
5489,1.8297,1058051904
5490,1.8300,1050912704
5491,1.8303,1044689024
5492,1.8307,1038818752
5493,1.8310,1032550912
5494,1.8313,1025225728
5495,1.8317,1016988992
5496,1.8320,1008692544
5497,1.8323,1000916032
5498,1.8327,993278976
5499,1.8330,986240000
5500,1.8333,979103360
5501,1.8337,971657984
5502,1.8340,963748480
5503,1.8343,955675328
5504,1.8347,947709760
5505,1.8350,940226944
5506,1.8353,933708352
5507,1.8357,927467264
5508,1.8360,920721920
5509,1.8363,913535744
5510,1.8367,906326784
5511,1.8370,899024000
5512,1.8373,891781376
5513,1.8377,884379264
5514,1.8380,876378368
5515,1.8383,867795392
5516,1.8387,859779840
5517,1.8390,852421824
5518,1.8393,845646848
5519,1.8397,838866880
5520,1.8400,832136384
5521,1.8403,825324992
5522,1.8407,817979136
5523,1.8410,809868416
5524,1.8413,801499392
5525,1.8417,793961472
5526,1.8420,787715136
5527,1.8423,782077824
5528,1.8427,775864640
5529,1.8430,768856064
5530,1.8433,761135680
5531,1.8437,752989248
5532,1.8440,744782400
5533,1.8443,736638080
5534,1.8447,728927360
5535,1.8450,721767296
5536,1.8453,715256576
5537,1.8457,709166720
5538,1.8460,702945600
5539,1.8463,696276544
5540,1.8467,689074624
5541,1.8470,681442368
5542,1.8473,673738368
5543,1.8477,666387776
5544,1.8480,659512320
5545,1.8483,653061568
5546,1.8487,646145280
5547,1.8490,638902016
5548,1.8493,631487360
5549,1.8497,624506304
5550,1.8500,617730560
5551,1.8503,611009216
5552,1.8507,604311232
5553,1.8510,597450368
5554,1.8513,590243392
5555,1.8517,583120128
5556,1.8520,576368000
5557,1.8523,569831808
5558,1.8527,562937600
5559,1.8530,555632896
5560,1.8533,548243584
5561,1.8537,540976512
5562,1.8540,533966304
5563,1.8543,526993632
5564,1.8547,520100384
5565,1.8550,513211584
5566,1.8553,506576608
5567,1.8557,499981760
5568,1.8560,493518272
5569,1.8563,486809152
5570,1.8567,480078112
5571,1.8570,473215776
5572,1.8573,466438240
5573,1.8577,459786528
5574,1.8580,453063392
5575,1.8583,446254912
5576,1.8587,439342944
5577,1.8590,432485408
5578,1.8593,425730976
5579,1.8597,418956960
5580,1.8600,412333120
5581,1.8603,405930112
5582,1.8607,399695392
5583,1.8610,393379584
5584,1.8613,386834304
5585,1.8617,380128128
5586,1.8620,373367360
5587,1.8623,366612832
5588,1.8627,359967296
5589,1.8630,353457600
5590,1.8633,347101600
5591,1.8637,340818816
5592,1.8640,334479616
5593,1.8643,328029024
5594,1.8647,321493504
5595,1.8650,314933440
5596,1.8653,308379776
5597,1.8657,301767520
5598,1.8660,295172672
5599,1.8663,288707328
5600,1.8667,282421920
5601,1.8670,276333760
5602,1.8673,270383136
5603,1.8677,264420976
5604,1.8680,258387568
5605,1.8683,252140480
5606,1.8687,245920800
5607,1.8690,239834720
