#"FID1 - B:Signal #1 LEO_027_1eq_01h.D"
#Point,X(Minutes),Y(Response Units)
1034,0.3447,71170
1035,0.3450,71432
1036,0.3453,71384
1037,0.3457,71338
1038,0.3460,71193
1039,0.3463,71275
1040,0.3467,71384
1041,0.3470,71294
1042,0.3473,71290
1043,0.3477,71182
1044,0.3480,71300
1045,0.3483,71435
1046,0.3487,71417
1047,0.3490,71396
1048,0.3493,71312
1049,0.3497,71341
1050,0.3500,71445
1051,0.3503,71288
1052,0.3507,71272
1053,0.3510,71182
1054,0.3513,71389
1055,0.3517,71349
1056,0.3520,71365
1057,0.3523,71295
1058,0.3527,71358
1059,0.3530,71512
1060,0.3533,71435
1061,0.3537,71486
1062,0.3540,71287
1063,0.3543,71448
1064,0.3547,71323
1065,0.3550,71349
1066,0.3553,71226
1067,0.3557,71340
1068,0.3560,71446
1069,0.3563,71413
1070,0.3567,71372
1071,0.3570,71258
1072,0.3573,71405
1073,0.3577,71356
1074,0.3580,71395
1075,0.3583,71308
1076,0.3587,71368
1077,0.3590,71435
1078,0.3593,71344
1079,0.3597,71383
1080,0.3600,71339
1081,0.3603,71403
1082,0.3607,71477
1083,0.3610,71352
1084,0.3613,71397
1085,0.3617,71298
1086,0.3620,71499
1087,0.3623,71381
1088,0.3627,71394
1089,0.3630,71298
1090,0.3633,71450
1091,0.3637,71560
1092,0.3640,71485
1093,0.3643,71449
1094,0.3647,71340
1095,0.3650,71404
1096,0.3653,71519
1097,0.3657,71408
1098,0.3660,71417
1099,0.3663,71290
1100,0.3667,71411
1101,0.3670,71556
1102,0.3673,71462
1103,0.3677,71458
1104,0.3680,71284
1105,0.3683,71405
1106,0.3687,71511
1107,0.3690,71446
1108,0.3693,71420
1109,0.3697,71358
1110,0.3700,71554
1111,0.3703,71507
1112,0.3707,71433
1113,0.3710,71344
1114,0.3713,71415
1115,0.3717,71559
1116,0.3720,71454
1117,0.3723,71434
1118,0.3727,71278
1119,0.3730,71315
1120,0.3733,71433
1121,0.3737,71379
1122,0.3740,71443
1123,0.3743,71302
1124,0.3747,71468
1125,0.3750,71620
1126,0.3753,71612
1127,0.3757,71565
1128,0.3760,71375
1129,0.3763,71562
1130,0.3767,71468
1131,0.3770,71497
1132,0.3773,71361
1133,0.3777,71405
1134,0.3780,71508
1135,0.3783,71441
1136,0.3787,71465
1137,0.3790,71333
1138,0.3793,71372
1139,0.3797,71506
1140,0.3800,71420
1141,0.3803,71396
1142,0.3807,71217
1143,0.3810,71311
1144,0.3813,71450
1145,0.3817,71409
1146,0.3820,71394
1147,0.3823,71282
1148,0.3827,71449
1149,0.3830,71376
1150,0.3833,71355
1151,0.3837,71244
1152,0.3840,71305
1153,0.3843,71415
1154,0.3847,71277
1155,0.3850,71291
1156,0.3853,71213
1157,0.3857,71382
1158,0.3860,71525
1159,0.3863,71497
1160,0.3867,71491
1161,0.3870,71350
1162,0.3873,71361
1163,0.3877,71451
1164,0.3880,71394
1165,0.3883,71384
1166,0.3887,71260
1167,0.3890,71430
1168,0.3893,71340
1169,0.3897,71325
1170,0.3900,71223
1171,0.3903,71323
1172,0.3907,71493
1173,0.3910,71375
1174,0.3913,71377
1175,0.3917,71236
1176,0.3920,71460
1177,0.3923,71357
1178,0.3927,71368
1179,0.3930,71208
1180,0.3933,71291
1181,0.3937,71365
1182,0.3940,71364
1183,0.3943,71375
1184,0.3947,71309
1185,0.3950,71383
1186,0.3953,71528
1187,0.3957,71438
1188,0.3960,71398
1189,0.3963,71250
1190,0.3967,71452
1191,0.3970,71377
1192,0.3973,71372
1193,0.3977,71263
1194,0.3980,71385
1195,0.3983,71511
1196,0.3987,71436
1197,0.3990,71416
1198,0.3993,71301
1199,0.3997,71430
1200,0.4000,71294
1201,0.4003,71280
1202,0.4007,71206
1203,0.4010,71362
1204,0.4013,71507
1205,0.4017,71407
1206,0.4020,71376
1207,0.4023,71274
1208,0.4027,71434
1209,0.4030,71559
1210,0.4033,71497
1211,0.4037,71459
1212,0.4040,71364
1213,0.4043,71402
1214,0.4047,71521
1215,0.4050,71415
1216,0.4053,71416
1217,0.4057,71305
1218,0.4060,71531
1219,0.4063,71463
1220,0.4067,71447
1221,0.4070,71272
1222,0.4073,71356
1223,0.4077,71476
1224,0.4080,71425
1225,0.4083,71417
1226,0.4087,71348
1227,0.4090,71418
1228,0.4093,71536
1229,0.4097,71344
1230,0.4100,71348
1231,0.4103,71242
1232,0.4107,71368
1233,0.4110,71512
1234,0.4113,71418
1235,0.4117,71421
1236,0.4120,71316
1237,0.4123,71534
1238,0.4127,71499
1239,0.4130,71487
1240,0.4133,71353
1241,0.4137,71418
1242,0.4140,71555
1243,0.4143,71478
1244,0.4147,71401
1245,0.4150,71261
1246,0.4153,71507
1247,0.4157,71577
1248,0.4160,71555
1249,0.4163,71383
1250,0.4167,71348
1251,0.4170,71519
1252,0.4173,71447
1253,0.4177,71447
1254,0.4180,71314
1255,0.4183,71408
1256,0.4187,71512
1257,0.4190,71386
1258,0.4193,71367
1259,0.4197,71307
1260,0.4200,71578
1261,0.4203,71511
1262,0.4207,71489
1263,0.4210,71365
1264,0.4213,71423
1265,0.4217,71499
1266,0.4220,71340
1267,0.4223,71354
1268,0.4227,71285
1269,0.4230,71496
1270,0.4233,71359
1271,0.4237,71337
1272,0.4240,71270
1273,0.4243,71440
1274,0.4247,71608
1275,0.4250,71546
1276,0.4253,71460
1277,0.4257,71298
1278,0.4260,71409
1279,0.4263,71419
1280,0.4267,71380
1281,0.4270,71282
1282,0.4273,71286
1283,0.4277,71457
1284,0.4280,71403
1285,0.4283,71450
1286,0.4287,71295
1287,0.4290,71537
1288,0.4293,71409
1289,0.4297,71448
1290,0.4300,71290
1291,0.4303,71461
1292,0.4307,71565
1293,0.4310,71469
1294,0.4313,71418
1295,0.4317,71279
1296,0.4320,71451
1297,0.4323,71417
1298,0.4327,71482
1299,0.4330,71387
1300,0.4333,71453
1301,0.4337,71514
1302,0.4340,71431
1303,0.4343,71363
1304,0.4347,71238
1305,0.4350,71281
1306,0.4353,71416
1307,0.4357,71296
1308,0.4360,71310
1309,0.4363,71195
1310,0.4367,71469
1311,0.4370,71417
1312,0.4373,71414
1313,0.4377,71262
1314,0.4380,71352
1315,0.4383,71461
1316,0.4387,71425
1317,0.4390,71445
1318,0.4393,71381
1319,0.4397,71569
1320,0.4400,71463
1321,0.4403,71460
1322,0.4407,71324
1323,0.4410,71425
1324,0.4413,71542
1325,0.4417,71491
1326,0.4420,71478
1327,0.4423,71322
1328,0.4427,71543
1329,0.4430,71466
1330,0.4433,71484
1331,0.4437,71296
1332,0.4440,71384
1333,0.4443,71505
1334,0.4447,71437
1335,0.4450,71420
1336,0.4453,71307
1337,0.4457,71500
1338,0.4460,71430
1339,0.4463,71376
1340,0.4467,71235
1341,0.4470,71272
1342,0.4473,71483
1343,0.4477,71465
1344,0.4480,71553
1345,0.4483,71374
1346,0.4487,71573
1347,0.4490,71404
1348,0.4493,71459
1349,0.4497,71328
1350,0.4500,71534
1351,0.4503,71412
1352,0.4507,71417
1353,0.4510,71317
