#"FID1 - B:Signal #1 LEO_027_1eq_03h.D"
#Point,X(Minutes),Y(Response Units)
750,0.2500,70153
751,0.2503,70298
752,0.2507,70285
753,0.2510,70321
754,0.2513,70191
755,0.2517,70218
756,0.2520,70369
757,0.2523,70289
758,0.2527,70331
759,0.2530,70162
760,0.2533,70223
761,0.2537,70177
762,0.2540,70345
763,0.2543,70305
764,0.2547,70338
765,0.2550,70183
766,0.2553,70218
767,0.2557,70361
768,0.2560,70295
769,0.2563,70377
770,0.2567,70190
771,0.2570,70299
772,0.2573,70233
773,0.2577,70392
774,0.2580,70241
775,0.2583,70251
776,0.2587,70086
777,0.2590,70223
778,0.2593,70218
779,0.2597,70387
780,0.2600,70310
781,0.2603,70362
782,0.2607,70233
783,0.2610,70348
784,0.2613,70430
785,0.2617,70329
786,0.2620,70245
787,0.2623,70099
788,0.2627,70238
789,0.2630,70273
790,0.2633,70424
791,0.2637,70280
792,0.2640,70298
793,0.2643,70167
794,0.2647,70277
795,0.2650,70385
796,0.2653,70331
797,0.2657,70273
798,0.2660,70149
799,0.2663,70207
800,0.2667,70241
801,0.2670,70339
802,0.2673,70270
803,0.2677,70284
804,0.2680,70171
805,0.2683,70209
806,0.2687,70346
807,0.2690,70265
808,0.2693,70335
809,0.2697,70146
810,0.2700,70230
811,0.2703,70134
812,0.2707,70244
813,0.2710,70155
814,0.2713,70197
815,0.2717,70132
816,0.2720,70194
817,0.2723,70329
818,0.2727,70277
819,0.2730,70335
820,0.2733,70207
821,0.2737,70287
822,0.2740,70211
823,0.2743,70369
824,0.2747,70240
825,0.2750,70297
826,0.2753,70101
827,0.2757,70199
828,0.2760,70170
829,0.2763,70354
830,0.2767,70257
831,0.2770,70302
832,0.2773,70141
833,0.2777,70249
834,0.2780,70312
835,0.2783,70264
836,0.2787,70224
837,0.2790,70120
838,0.2793,70198
839,0.2797,70267
840,0.2800,70450
841,0.2803,70409
842,0.2807,70399
843,0.2810,70249
844,0.2813,70302
845,0.2817,70383
846,0.2820,70315
847,0.2823,70304
848,0.2827,70218
849,0.2830,70225
850,0.2833,70220
851,0.2837,70281
852,0.2840,70222
853,0.2843,70156
854,0.2847,70085
855,0.2850,70159
856,0.2853,70355
857,0.2857,70225
858,0.2860,70268
859,0.2863,70086
860,0.2867,70177
861,0.2870,70234
862,0.2873,70261
863,0.2877,70268
864,0.2880,70215
865,0.2883,70180
866,0.2887,70142
867,0.2890,70312
868,0.2893,70272
869,0.2897,70310
870,0.2900,70039
871,0.2903,70081
872,0.2907,70171
873,0.2910,70198
874,0.2913,70218
875,0.2917,70145
876,0.2920,70186
877,0.2923,70209
878,0.2927,70296
879,0.2930,70244
880,0.2933,70236
881,0.2937,70183
882,0.2940,70215
883,0.2943,70218
884,0.2947,70304
885,0.2950,70255
886,0.2953,70230
887,0.2957,70090
888,0.2960,70087
889,0.2963,70244
890,0.2967,70099
891,0.2970,70157
892,0.2973,70056
893,0.2977,70242
894,0.2980,70235
895,0.2983,70348
896,0.2987,70205
897,0.2990,70187
898,0.2993,70058
899,0.2997,70188
900,0.3000,70323
901,0.3003,70273
902,0.3007,70212
903,0.3010,70158
904,0.3013,70198
905,0.3017,70246
906,0.3020,70345
907,0.3023,70272
908,0.3027,70268
909,0.3030,70103
910,0.3033,70169
911,0.3037,70284
912,0.3040,70304
913,0.3043,70304
914,0.3047,70184
915,0.3050,70176
916,0.3053,70166
917,0.3057,70290
918,0.3060,70295
919,0.3063,70298
920,0.3067,70177
921,0.3070,70178
922,0.3073,70354
923,0.3077,70323
924,0.3080,70309
925,0.3083,70133
926,0.3087,70195
927,0.3090,70171
928,0.3093,70318
929,0.3097,70264
930,0.3100,70332
931,0.3103,70175
932,0.3107,70186
933,0.3110,70221
934,0.3113,70205
935,0.3117,70162
936,0.3120,70100
937,0.3123,70181
938,0.3127,70236
939,0.3130,70419
940,0.3133,70398
941,0.3137,70430
942,0.3140,70269
943,0.3143,70261
944,0.3147,70324
945,0.3150,70282
946,0.3153,70238
947,0.3157,70164
948,0.3160,70235
949,0.3163,70265
950,0.3167,70337
951,0.3170,70306
952,0.3173,70317
953,0.3177,70258
954,0.3180,70208
955,0.3183,70320
956,0.3187,70193
957,0.3190,70206
958,0.3193,70055
959,0.3197,70189
960,0.3200,70201
961,0.3203,70368
962,0.3207,70300
963,0.3210,70374
964,0.3213,70249
965,0.3217,70281
966,0.3220,70352
967,0.3223,70271
968,0.3227,70255
969,0.3230,70116
970,0.3233,70199
971,0.3237,70200
972,0.3240,70312
973,0.3243,70230
974,0.3247,70209
975,0.3250,70016
976,0.3253,70091
977,0.3257,70138
978,0.3260,70213
979,0.3263,70185
980,0.3267,70189
981,0.3270,70192
982,0.3273,70277
983,0.3277,70320
984,0.3280,70294
985,0.3283,70197
986,0.3287,70125
987,0.3290,70122
988,0.3293,70257
989,0.3297,70214
990,0.3300,70261
991,0.3303,70187
992,0.3307,70194
993,0.3310,70353
994,0.3313,70274
995,0.3317,70252
996,0.3320,70049
997,0.3323,70069
998,0.3327,70175
999,0.3330,70174
1000,0.3333,70184
1001,0.3337,70199
1002,0.3340,70238
1003,0.3343,70288
1004,0.3347,70337
1005,0.3350,70305
1006,0.3353,70207
1007,0.3357,70111
1008,0.3360,70122
1009,0.3363,70328
1010,0.3367,70331
1011,0.3370,70318
1012,0.3373,70205
1013,0.3377,70172
1014,0.3380,70327
1015,0.3383,70271
1016,0.3387,70281
1017,0.3390,70154
1018,0.3393,70186
1019,0.3397,70254
1020,0.3400,70294
1021,0.3403,70275
1022,0.3407,70185
1023,0.3410,70126
1024,0.3413,70280
1025,0.3417,70264
1026,0.3420,70270
1027,0.3423,70101
1028,0.3427,70129
1029,0.3430,70284
1030,0.3433,70299
1031,0.3437,70304
1032,0.3440,70162
1033,0.3443,70172
1034,0.3447,70288
1035,0.3450,70308
1036,0.3453,70248
1037,0.3457,70191
1038,0.3460,70109
1039,0.3463,70248
1040,0.3467,70149
1041,0.3470,70206
1042,0.3473,70141
1043,0.3477,70220
1044,0.3480,70313
1045,0.3483,70280
1046,0.3487,70244
1047,0.3490,70126
1048,0.3493,70170
1049,0.3497,70317
1050,0.3500,70351
1051,0.3503,70295
1052,0.3507,70150
1053,0.3510,70092
1054,0.3513,70260
1055,0.3517,70223
1056,0.3520,70267
1057,0.3523,70147
1058,0.3527,70189
1059,0.3530,70291
1060,0.3533,70263
1061,0.3537,70218
1062,0.3540,70151
1063,0.3543,70229
1064,0.3547,70373
1065,0.3550,70389
1066,0.3553,70317
1067,0.3557,70247
1068,0.3560,70227
1069,0.3563,70343
1070,0.3567,70274
1071,0.3570,70267
1072,0.3573,70157
1073,0.3577,70190
1074,0.3580,70300
1075,0.3583,70301
1076,0.3587,70277
1077,0.3590,70130
1078,0.3593,70096
1079,0.3597,70202
1080,0.3600,70232
1081,0.3603,70220
1082,0.3607,70178
1083,0.3610,70153
1084,0.3613,70300
1085,0.3617,70242
1086,0.3620,70227
1087,0.3623,70134
1088,0.3627,70148
1089,0.3630,70273
1090,0.3633,70342
1091,0.3637,70371
1092,0.3640,70309
1093,0.3643,70255
1094,0.3647,70347
1095,0.3650,70319
1096,0.3653,70273
1097,0.3657,70229
1098,0.3660,70234
1099,0.3663,70396
1100,0.3667,70307
1101,0.3670,70322
1102,0.3673,70172
1103,0.3677,70199
1104,0.3680,70286
1105,0.3683,70301
1106,0.3687,70289
1107,0.3690,70211
1108,0.3693,70165
1109,0.3697,70259
1110,0.3700,70233
1111,0.3703,70257
1112,0.3707,70171
1113,0.3710,70154
1114,0.3713,70282
1115,0.3717,70275
1116,0.3720,70305
1117,0.3723,70188
1118,0.3727,70184
1119,0.3730,70233
1120,0.3733,70245
1121,0.3737,70218
1122,0.3740,70136
1123,0.3743,70112
1124,0.3747,70310
1125,0.3750,70335
1126,0.3753,70339
1127,0.3757,70158
1128,0.3760,70149
1129,0.3763,70293
1130,0.3767,70328
1131,0.3770,70332
1132,0.3773,70184
1133,0.3777,70126
1134,0.3780,70177
1135,0.3783,70245
1136,0.3787,70221
1137,0.3790,70198
1138,0.3793,70138
1139,0.3797,70313
1140,0.3800,70293
1141,0.3803,70294
1142,0.3807,70158
1143,0.3810,70150
1144,0.3813,70202
1145,0.3817,70251
1146,0.3820,70211
1147,0.3823,70163
1148,0.3827,70164
1149,0.3830,70303
1150,0.3833,70337
1151,0.3837,70280
1152,0.3840,70165
1153,0.3843,70128
1154,0.3847,70289
1155,0.3850,70307
1156,0.3853,70301
1157,0.3857,70148
1158,0.3860,70130
1159,0.3863,70249
1160,0.3867,70276
1161,0.3870,70198
1162,0.3873,70085
1163,0.3877,70093
1164,0.3880,70167
1165,0.3883,70283
1166,0.3887,70303
1167,0.3890,70260
1168,0.3893,70100
1169,0.3897,70026
1170,0.3900,70137
1171,0.3903,70220
1172,0.3907,70227
1173,0.3910,70201
1174,0.3913,70173
1175,0.3917,70324
1176,0.3920,70370
1177,0.3923,70336
1178,0.3927,70202
1179,0.3930,70139
1180,0.3933,70188
1181,0.3937,70285
1182,0.3940,70297
1183,0.3943,70178
1184,0.3947,70068
1185,0.3950,70035
1186,0.3953,70223
1187,0.3957,70272
1188,0.3960,70251
1189,0.3963,70210
1190,0.3967,70208
1191,0.3970,70338
1192,0.3973,70343
1193,0.3977,70362
1194,0.3980,70264
1195,0.3983,70198
1196,0.3987,70257
1197,0.3990,70328
1198,0.3993,70327
1199,0.3997,70306
1200,0.4000,70232
1201,0.4003,70328
1202,0.4007,70318
1203,0.4010,70331
1204,0.4013,70263
1205,0.4017,70183
1206,0.4020,70306
1207,0.4023,70333
1208,0.4027,70298
1209,0.4030,70118
1210,0.4033,70090
1211,0.4037,70200
1212,0.4040,70308
1213,0.4043,70260
1214,0.4047,70230
1215,0.4050,70244
1216,0.4053,70398
1217,0.4057,70412
1218,0.4060,70302
1219,0.4063,70202
1220,0.4067,70116
1221,0.4070,70247
1222,0.4073,70225
1223,0.4077,70194
1224,0.4080,70111
1225,0.4083,70154
1226,0.4087,70267
1227,0.4090,70267
1228,0.4093,70173
1229,0.4097,70194
1230,0.4100,70204
1231,0.4103,70343
1232,0.4107,70331
1233,0.4110,70249
1234,0.4113,70162
1235,0.4117,70142
1236,0.4120,70297
1237,0.4123,70354
1238,0.4127,70303
1239,0.4130,70206
1240,0.4133,70156
1241,0.4137,70247
1242,0.4140,70293
1243,0.4143,70294
1244,0.4147,70234
1245,0.4150,70193
1246,0.4153,70280
1247,0.4157,70303
1248,0.4160,70256
1249,0.4163,70167
1250,0.4167,70073
1251,0.4170,70153
1252,0.4173,70151
1253,0.4177,70138
1254,0.4180,70079
1255,0.4183,70067
1256,0.4187,70215
1257,0.4190,70295
1258,0.4193,70291
1259,0.4197,70227
1260,0.4200,70208
1261,0.4203,70282
1262,0.4207,70330
1263,0.4210,70267
1264,0.4213,70227
1265,0.4217,70194
1266,0.4220,70304
1267,0.4223,70309
1268,0.4227,70240
1269,0.4230,70155
1270,0.4233,70105
1271,0.4237,70229
1272,0.4240,70244
1273,0.4243,70229
1274,0.4247,70139
1275,0.4250,70107
1276,0.4253,70218
1277,0.4257,70254
1278,0.4260,70239
1279,0.4263,70228
1280,0.4267,70221
1281,0.4270,70358
1282,0.4273,70413
1283,0.4277,70418
1284,0.4280,70325
1285,0.4283,70228
1286,0.4287,70198
1287,0.4290,70240
1288,0.4293,70338
1289,0.4297,70310
1290,0.4300,70316
1291,0.4303,70193
1292,0.4307,70314
1293,0.4310,70316
1294,0.4313,70297
1295,0.4317,70217
1296,0.4320,70136
1297,0.4323,70220
1298,0.4327,70282
1299,0.4330,70275
1300,0.4333,70263
1301,0.4337,70251
1302,0.4340,70346
1303,0.4343,70390
1304,0.4347,70310
1305,0.4350,70251
1306,0.4353,70175
1307,0.4357,70321
1308,0.4360,70378
1309,0.4363,70349
1310,0.4367,70253
1311,0.4370,70205
1312,0.4373,70268
1313,0.4377,70319
1314,0.4380,70280
1315,0.4383,70243
1316,0.4387,70174
1317,0.4390,70316
1318,0.4393,70459
1319,0.4397,70405
1320,0.4400,70306
1321,0.4403,70191
1322,0.4407,70317
1323,0.4410,70288
1324,0.4413,70171
1325,0.4417,70053
1326,0.4420,70080
1327,0.4423,70233
1328,0.4427,70366
1329,0.4430,70309
1330,0.4433,70260
1331,0.4437,70170
1332,0.4440,70308
1333,0.4443,70354
1334,0.4447,70318
1335,0.4450,70203
1336,0.4453,70163
1337,0.4457,70256
1338,0.4460,70352
1339,0.4463,70269
1340,0.4467,70215
1341,0.4470,70120
1342,0.4473,70219
1343,0.4477,70312
1344,0.4480,70298
1345,0.4483,70273
1346,0.4487,70168
1347,0.4490,70230
1348,0.4493,70238
1349,0.4497,70230
1350,0.4500,70194
1351,0.4503,70170
1352,0.4507,70244
1353,0.4510,70330
