#"FID1 - B:Signal #1 LEO_027_1eq_05h.D"
#Point,X(Minutes),Y(Response Units)
3957,1.3190,69659
3958,1.3193,69852
3959,1.3197,69784
3960,1.3200,69748
3961,1.3203,69647
3962,1.3207,69836
3963,1.3210,69792
3964,1.3213,69767
3965,1.3217,69790
3966,1.3220,69729
3967,1.3223,69751
3968,1.3227,69614
3969,1.3230,69851
3970,1.3233,69757
3971,1.3237,69752
3972,1.3240,69598
3973,1.3243,69816
3974,1.3247,69667
3975,1.3250,69647
3976,1.3253,69494
3977,1.3257,69727
3978,1.3260,69680
3979,1.3263,69718
3980,1.3267,69655
3981,1.3270,69891
3982,1.3273,69787
3983,1.3277,69784
3984,1.3280,69627
3985,1.3283,69784
3986,1.3287,69691
3987,1.3290,69704
3988,1.3293,69630
3989,1.3297,69820
3990,1.3300,69736
3991,1.3303,69743
3992,1.3307,69760
3993,1.3310,69729
3994,1.3313,69726
3995,1.3317,69570
3996,1.3320,69841
3997,1.3323,69708
3998,1.3327,69718
3999,1.3330,69533
4000,1.3333,69791
4001,1.3337,69686
4002,1.3340,69708
4003,1.3343,69608
4004,1.3347,69882
4005,1.3350,69847
4006,1.3353,69802
4007,1.3357,69633
4008,1.3360,69747
4009,1.3363,69662
4010,1.3367,69673
4011,1.3370,69728
4012,1.3373,69715
4013,1.3377,69720
4014,1.3380,69567
4015,1.3383,69824
4016,1.3387,69734
4017,1.3390,69744
4018,1.3393,69546
4019,1.3397,69744
4020,1.3400,69640
4021,1.3403,69698
4022,1.3407,69576
4023,1.3410,69824
4024,1.3413,69709
4025,1.3417,69707
4026,1.3420,69695
4027,1.3423,69677
4028,1.3427,69636
4029,1.3430,69446
4030,1.3433,69661
4031,1.3437,69632
4032,1.3440,69742
4033,1.3443,69654
4034,1.3447,69903
4035,1.3450,69777
4036,1.3453,69757
4037,1.3457,69700
4038,1.3460,69729
4039,1.3463,69711
4040,1.3467,69596
4041,1.3470,69785
4042,1.3473,69792
4043,1.3477,69787
4044,1.3480,69781
4045,1.3483,69709
4046,1.3487,69773
4047,1.3490,69692
4048,1.3493,69951
4049,1.3497,69834
4050,1.3500,69830
4051,1.3503,69698
4052,1.3507,69861
4053,1.3510,69770
4054,1.3513,69784
4055,1.3517,69835
4056,1.3520,69773
4057,1.3523,69739
4058,1.3527,69535
4059,1.3530,69807
4060,1.3533,69704
4061,1.3537,69752
4062,1.3540,69554
4063,1.3543,69778
4064,1.3547,69674
4065,1.3550,69715
4066,1.3553,69571
4067,1.3557,69846
4068,1.3560,69750
4069,1.3563,69804
4070,1.3567,69622
4071,1.3570,69869
4072,1.3573,69704
4073,1.3577,69681
4074,1.3580,69501
4075,1.3583,69796
4076,1.3587,69794
4077,1.3590,69800
4078,1.3593,69820
4079,1.3597,69748
4080,1.3600,69775
4081,1.3603,69559
4082,1.3607,69786
4083,1.3610,69661
4084,1.3613,69726
4085,1.3617,69577
4086,1.3620,69863
4087,1.3623,69700
4088,1.3627,69704
4089,1.3630,69478
4090,1.3633,69742
4091,1.3637,69663
4092,1.3640,69764
4093,1.3643,69608
4094,1.3647,69852
4095,1.3650,69721
4096,1.3653,69747
4097,1.3657,69721
4098,1.3660,69764
4099,1.3663,69781
4100,1.3667,69659
4101,1.3670,69867
4102,1.3673,69745
4103,1.3677,69765
4104,1.3680,69590
4105,1.3683,69817
4106,1.3687,69699
4107,1.3690,69722
4108,1.3693,69718
4109,1.3697,69791
4110,1.3700,69785
4111,1.3703,69651
4112,1.3707,69789
4113,1.3710,69692
4114,1.3713,69722
4115,1.3717,69816
4116,1.3720,69836
4117,1.3723,69865
4118,1.3727,69620
4119,1.3730,69791
4120,1.3733,69672
4121,1.3737,69739
4122,1.3740,69650
4123,1.3743,69891
4124,1.3747,69807
4125,1.3750,69811
4126,1.3753,69622
4127,1.3757,69769
4128,1.3760,69692
4129,1.3763,69639
4130,1.3767,69648
4131,1.3770,69577
4132,1.3773,69671
4133,1.3777,69582
4134,1.3780,69930
4135,1.3783,69781
4136,1.3787,69800
4137,1.3790,69589
4138,1.3793,69873
4139,1.3797,69789
4140,1.3800,69804
4141,1.3803,69797
4142,1.3807,69740
4143,1.3810,69747
4144,1.3813,69569
4145,1.3817,69845
4146,1.3820,69657
4147,1.3823,69677
4148,1.3827,69482
4149,1.3830,69781
4150,1.3833,69681
4151,1.3837,69740
4152,1.3840,69710
4153,1.3843,69790
4154,1.3847,69776
4155,1.3850,69638
4156,1.3853,69800
4157,1.3857,69649
4158,1.3860,69677
4159,1.3863,69545
4160,1.3867,69822
4161,1.3870,69683
4162,1.3873,69703
4163,1.3877,69468
4164,1.3880,69743
4165,1.3883,69581
4166,1.3887,69686
4167,1.3890,69520
4168,1.3893,69832
4169,1.3897,69694
4170,1.3900,69727
4171,1.3903,69712
4172,1.3907,69749
4173,1.3910,69750
4174,1.3913,69537
4175,1.3917,69832
4176,1.3920,69784
4177,1.3923,69873
4178,1.3927,69669
4179,1.3930,69927
4180,1.3933,69855
4181,1.3937,69888
4182,1.3940,69799
4183,1.3943,69690
4184,1.3947,69638
4185,1.3950,69472
4186,1.3953,69716
4187,1.3957,69700
4188,1.3960,69767
4189,1.3963,69823
4190,1.3967,69734
4191,1.3970,69716
4192,1.3973,69591
4193,1.3977,69887
4194,1.3980,69844
4195,1.3983,69842
4196,1.3987,69877
4197,1.3990,69819
4198,1.3993,69824
4199,1.3997,69592
4200,1.4000,69861
4201,1.4003,69728
4202,1.4007,69724
4203,1.4010,69678
4204,1.4013,69688
4205,1.4017,69740
4206,1.4020,69599
4207,1.4023,69857
4208,1.4027,69767
4209,1.4030,69855
4210,1.4033,69863
4211,1.4037,69889
4212,1.4040,69801
4213,1.4043,69626
4214,1.4047,69840
4215,1.4050,69772
4216,1.4053,69779
4217,1.4057,69777
4218,1.4060,69767
4219,1.4063,69825
4220,1.4067,69773
4221,1.4070,70018
4222,1.4073,69858
4223,1.4077,69690
4224,1.4080,69644
4225,1.4083,69627
4226,1.4087,69685
4227,1.4090,69725
4228,1.4093,69742
4229,1.4097,69720
4230,1.4100,69505
4231,1.4103,69783
4232,1.4107,69726
4233,1.4110,69853
4234,1.4113,69672
4235,1.4117,69906
4236,1.4120,69747
4237,1.4123,69758
4238,1.4127,69693
4239,1.4130,69750
4240,1.4133,69750
4241,1.4137,69684
4242,1.4140,69849
4243,1.4143,69707
4244,1.4147,69653
4245,1.4150,69662
4246,1.4153,69736
4247,1.4157,69804
4248,1.4160,69728
4249,1.4163,69931
4250,1.4167,69787
4251,1.4170,69691
4252,1.4173,69566
4253,1.4177,69826
4254,1.4180,69804
4255,1.4183,69810
4256,1.4187,69806
4257,1.4190,69780
4258,1.4193,69806
4259,1.4197,69759
4260,1.4200,69975
4261,1.4203,69830
4262,1.4207,69757
4263,1.4210,69644
4264,1.4213,69835
4265,1.4217,69723
4266,1.4220,69695
4267,1.4223,69570
4268,1.4227,69771
4269,1.4230,69684
4270,1.4233,69736
4271,1.4237,69768
4272,1.4240,69801
4273,1.4243,69779
4274,1.4247,69615
4275,1.4250,69798
4276,1.4253,69677
4277,1.4257,69675
4278,1.4260,69754
4279,1.4263,69748
4280,1.4267,69764
4281,1.4270,69603
4282,1.4273,69868
4283,1.4277,69827
4284,1.4280,69861
4285,1.4283,69722
4286,1.4287,69851
4287,1.4290,69660
4288,1.4293,69630
4289,1.4297,69755
4290,1.4300,69765
4291,1.4303,69798
4292,1.4307,69596
4293,1.4310,69860
4294,1.4313,69803
4295,1.4317,69781
4296,1.4320,69792
4297,1.4323,69739
4298,1.4327,69784
4299,1.4330,69558
4300,1.4333,69824
4301,1.4337,69695
4302,1.4340,69773
4303,1.4343,69778
4304,1.4347,69827
4305,1.4350,69772
4306,1.4353,69765
4307,1.4357,69728
4308,1.4360,69803
4309,1.4363,69673
4310,1.4367,69823
4311,1.4370,69699
4312,1.4373,69647
4313,1.4377,69758
4314,1.4380,69761
4315,1.4383,69821
4316,1.4387,69602
4317,1.4390,69838
4318,1.4393,69675
4319,1.4397,69679
4320,1.4400,69705
4321,1.4403,69737
4322,1.4407,69800
4323,1.4410,69662
4324,1.4413,69925
4325,1.4417,69840
4326,1.4420,69810
4327,1.4423,69761
4328,1.4427,69723
4329,1.4430,69754
4330,1.4433,69625
4331,1.4437,69932
4332,1.4440,69818
4333,1.4443,69816
4334,1.4447,69734
4335,1.4450,69721
4336,1.4453,69725
4337,1.4457,69593
4338,1.4460,69773
4339,1.4463,69678
4340,1.4467,69644
4341,1.4470,69495
4342,1.4473,69732
4343,1.4477,69653
4344,1.4480,69712
4345,1.4483,69727
4346,1.4487,69782
4347,1.4490,69742
4348,1.4493,69616
4349,1.4497,69771
4350,1.4500,69717
4351,1.4503,69646
4352,1.4507,69759
4353,1.4510,69812
4354,1.4513,69901
4355,1.4517,69676
4356,1.4520,69871
4357,1.4523,69745
4358,1.4527,69728
4359,1.4530,69776
4360,1.4533,69761
4361,1.4537,69853
4362,1.4540,69619
4363,1.4543,69915
4364,1.4547,69789
4365,1.4550,69819
4366,1.4553,69540
4367,1.4557,69786
4368,1.4560,69696
4369,1.4563,69737
4370,1.4567,69738
4371,1.4570,69742
4372,1.4573,69814
4373,1.4577,69633
4374,1.4580,69861
4375,1.4583,69759
4376,1.4587,69790
4377,1.4590,69593
4378,1.4593,69831
4379,1.4597,69686
4380,1.4600,69702
4381,1.4603,69718
4382,1.4607,69718
4383,1.4610,69769
4384,1.4613,69615
4385,1.4617,69884
4386,1.4620,69793
4387,1.4623,69766
4388,1.4627,69715
4389,1.4630,69755
4390,1.4633,69732
4391,1.4637,69600
4392,1.4640,69826
4393,1.4643,69810
4394,1.4647,69852
4395,1.4650,69792
4396,1.4653,69766
4397,1.4657,69736
4398,1.4660,69650
4399,1.4663,69819
4400,1.4667,69764
4401,1.4670,69662
4402,1.4673,69533
4403,1.4677,69740
4404,1.4680,69689
4405,1.4683,69659
4406,1.4687,69678
4407,1.4690,69733
4408,1.4693,69769
4409,1.4697,69632
4410,1.4700,69766
4411,1.4703,69739
4412,1.4707,69692
4413,1.4710,69766
4414,1.4713,69714
4415,1.4717,69744
4416,1.4720,69503
4417,1.4723,69766
4418,1.4727,69731
4419,1.4730,69821
4420,1.4733,69653
4421,1.4737,69791
4422,1.4740,69691
4423,1.4743,69689
4424,1.4747,69803
4425,1.4750,69850
4426,1.4753,69895
4427,1.4757,69649
4428,1.4760,69891
4429,1.4763,69731
4430,1.4767,69768
4431,1.4770,69548
4432,1.4773,69806
4433,1.4777,69759
4434,1.4780,69777
4435,1.4783,69821
4436,1.4787,69841
4437,1.4790,69874
4438,1.4793,69676
4439,1.4797,69869
4440,1.4800,69751
4441,1.4803,69748
4442,1.4807,69690
4443,1.4810,69724
4444,1.4813,69719
4445,1.4817,69596
4446,1.4820,69759
4447,1.4823,69736
4448,1.4827,69753
4449,1.4830,69758
4450,1.4833,69775
4451,1.4837,69785
4452,1.4840,69663
4453,1.4843,69836
4454,1.4847,69750
4455,1.4850,69716
4456,1.4853,69610
4457,1.4857,69833
4458,1.4860,69887
4459,1.4863,69854
4460,1.4867,69836
4461,1.4870,69711
4462,1.4873,69701
4463,1.4877,69578
4464,1.4880,69843
4465,1.4883,69822
4466,1.4887,69800
4467,1.4890,69860
4468,1.4893,69773
4469,1.4897,69788
4470,1.4900,69597
4471,1.4903,69862
4472,1.4907,69748
4473,1.4910,69687
4474,1.4913,69665
4475,1.4917,69737
4476,1.4920,69842
4477,1.4923,69647
4478,1.4927,69895
4479,1.4930,69767
4480,1.4933,69853
4481,1.4937,69765
4482,1.4940,69713
4483,1.4943,69626
4484,1.4947,69479
4485,1.4950,69712
4486,1.4953,69741
4487,1.4957,69795
4488,1.4960,69678
4489,1.4963,69854
4490,1.4967,69760
4491,1.4970,69746
4492,1.4973,69703
4493,1.4977,69749
4494,1.4980,69759
4495,1.4983,69686
4496,1.4987,69851
4497,1.4990,69791
4498,1.4993,69749
4499,1.4997,69785
4500,1.5000,69729
4501,1.5003,69771
4502,1.5007,69542
4503,1.5010,69776
4504,1.5013,69724
4505,1.5017,69758
4506,1.5020,69650
4507,1.5023,69771
4508,1.5027,69713
4509,1.5030,69678
4510,1.5033,69747
4511,1.5037,69723
4512,1.5040,69796
4513,1.5043,69630
4514,1.5047,69900
4515,1.5050,69764
4516,1.5053,69781
4517,1.5057,69548
4518,1.5060,69849
4519,1.5063,69787
4520,1.5067,69830
4521,1.5070,69807
4522,1.5073,69747
4523,1.5077,69760
4524,1.5080,69544
4525,1.5083,69790
4526,1.5087,69751
4527,1.5090,69832
4528,1.5093,69678
4529,1.5097,69849
4530,1.5100,69688
4531,1.5103,69700
4532,1.5107,69713
4533,1.5110,69797
4534,1.5113,69828
4535,1.5117,69653
4536,1.5120,69831
4537,1.5123,69677
4538,1.5127,69722
4539,1.5130,69515
4540,1.5133,69770
4541,1.5137,69707
4542,1.5140,69746
4543,1.5143,69570
4544,1.5147,69764
4545,1.5150,69700
4546,1.5153,69713
4547,1.5157,69692
4548,1.5160,69732
4549,1.5163,69737
4550,1.5167,69575
4551,1.5170,69785
4552,1.5173,69780
4553,1.5177,69840
4554,1.5180,69782
4555,1.5183,69777
4556,1.5187,69741
4557,1.5190,69616
4558,1.5193,69785
4559,1.5197,69748
4560,1.5200,69703
4561,1.5203,69746
4562,1.5207,69702
4563,1.5210,69728
4564,1.5213,69613
4565,1.5217,69853
4566,1.5220,69881
4567,1.5223,69826
4568,1.5227,69708
4569,1.5230,69866
4570,1.5233,69874
4571,1.5237,69833
4572,1.5240,69849
4573,1.5243,69799
4574,1.5247,69788
4575,1.5250,69560
4576,1.5253,69761
4577,1.5257,69741
4578,1.5260,69778
4579,1.5263,69716
4580,1.5267,69693
4581,1.5270,69698
4582,1.5273,69539
4583,1.5277,69780
4584,1.5280,69731
4585,1.5283,69798
4586,1.5287,69731
4587,1.5290,69762
4588,1.5293,69704
4589,1.5297,69603
4590,1.5300,69764
4591,1.5303,69803
4592,1.5307,69722
4593,1.5310,69723
4594,1.5313,69679
4595,1.5317,69773
4596,1.5320,69651
4597,1.5323,69822
4598,1.5327,69821
4599,1.5330,69755
4600,1.5333,69787
4601,1.5337,69706
4602,1.5340,69739
4603,1.5343,69543
4604,1.5347,69789
4605,1.5350,69787
4606,1.5353,69816
4607,1.5357,69744
4608,1.5360,69729
4609,1.5363,69686
4610,1.5367,69763
4611,1.5370,69747
4612,1.5373,69797
4613,1.5377,69613
4614,1.5380,69789
4615,1.5383,69777
4616,1.5387,69753
4617,1.5390,69765
4618,1.5393,69757
4619,1.5397,69756
4620,1.5400,69568
4621,1.5403,69728
4622,1.5407,69675
4623,1.5410,69708
4624,1.5413,69692
4625,1.5417,69757
4626,1.5420,69718
4627,1.5423,69599
4628,1.5427,69682
4629,1.5430,69699
4630,1.5433,69726
4631,1.5437,69802
4632,1.5440,69877
4633,1.5443,69880
4634,1.5447,69748
4635,1.5450,69778
4636,1.5453,69767
4637,1.5457,69715
4638,1.5460,69673
4639,1.5463,69789
4640,1.5467,69792
4641,1.5470,69721
4642,1.5473,69594
4643,1.5477,69718
4644,1.5480,69759
4645,1.5483,69725
4646,1.5487,69717
4647,1.5490,69680
4648,1.5493,69711
4649,1.5497,69630
4650,1.5500,69806
4651,1.5503,69801
4652,1.5507,69784
4653,1.5510,69762
4654,1.5513,69679
4655,1.5517,69698
4656,1.5520,69600
4657,1.5523,69787
4658,1.5527,69690
4659,1.5530,69656
4660,1.5533,69653
4661,1.5537,69742
4662,1.5540,69740
4663,1.5543,69774
4664,1.5547,69756
4665,1.5550,69744
4666,1.5553,69614
4667,1.5557,69763
4668,1.5560,69771
4669,1.5563,69719
4670,1.5567,69753
4671,1.5570,69745
4672,1.5573,69770
4673,1.5577,69707
4674,1.5580,69708
4675,1.5583,69682
4676,1.5587,69580
4677,1.5590,69675
4678,1.5593,69713
4679,1.5597,69721
4680,1.5600,69785
4681,1.5603,69797
4682,1.5607,69747
4683,1.5610,69731
4684,1.5613,69704
4685,1.5617,69757
4686,1.5620,69630
4687,1.5623,69813
4688,1.5627,69727
4689,1.5630,69659
4690,1.5633,69611
4691,1.5637,69679
4692,1.5640,69767
4693,1.5643,69707
4694,1.5647,69884
4695,1.5650,69897
4696,1.5653,69874
4697,1.5657,69797
4698,1.5660,69791
4699,1.5663,69747
4700,1.5667,69702
4701,1.5670,69858
4702,1.5673,69891
4703,1.5677,69796
4704,1.5680,69712
4705,1.5683,69626
4706,1.5687,69678
4707,1.5690,69598
4708,1.5693,69829
4709,1.5697,69821
4710,1.5700,69758
4711,1.5703,69713
4712,1.5707,69653
4713,1.5710,69739
4714,1.5713,69608
4715,1.5717,69815
4716,1.5720,69793
4717,1.5723,69805
4718,1.5727,69658
4719,1.5730,69820
4720,1.5733,69798
4721,1.5737,69809
4722,1.5740,69742
4723,1.5743,69805
4724,1.5747,69802
4725,1.5750,69715
4726,1.5753,69804
4727,1.5757,69833
4728,1.5760,69783
4729,1.5763,69776
4730,1.5767,69785
4731,1.5770,69868
4732,1.5773,69802
4733,1.5777,69888
4734,1.5780,69856
4735,1.5783,69807
4736,1.5787,69870
4737,1.5790,69826
4738,1.5793,69855
4739,1.5797,69648
4740,1.5800,69809
4741,1.5803,69785
4742,1.5807,69775
4743,1.5810,69637
4744,1.5813,69769
4745,1.5817,69774
4746,1.5820,69751
4747,1.5823,69727
4748,1.5827,69745
4749,1.5830,69772
4750,1.5833,69695
4751,1.5837,69784
4752,1.5840,69792
4753,1.5843,69735
4754,1.5847,69731
4755,1.5850,69751
4756,1.5853,69750
4757,1.5857,69635
4758,1.5860,69715
4759,1.5863,69760
4760,1.5867,69760
4761,1.5870,69746
4762,1.5873,69664
4763,1.5877,69680
4764,1.5880,69615
4765,1.5883,69825
4766,1.5887,69850
4767,1.5890,69870
4768,1.5893,69757
4769,1.5897,69897
4770,1.5900,69904
4771,1.5903,69881
4772,1.5907,69840
4773,1.5910,69838
4774,1.5913,69819
4775,1.5917,69725
4776,1.5920,69784
4777,1.5923,69777
4778,1.5927,69709
4779,1.5930,69649
4780,1.5933,69697
4781,1.5937,69733
4782,1.5940,69689
4783,1.5943,69702
4784,1.5947,69757
4785,1.5950,69710
4786,1.5953,69736
4787,1.5957,69664
4788,1.5960,69687
4789,1.5963,69581
4790,1.5967,69734
4791,1.5970,69734
4792,1.5973,69703
4793,1.5977,69679
4794,1.5980,69755
4795,1.5983,69827
4796,1.5987,69773
4797,1.5990,69767
4798,1.5993,69773
4799,1.5997,69687
4800,1.6000,69746
4801,1.6003,69740
4802,1.6007,69715
4803,1.6010,69677
4804,1.6013,69629
4805,1.6017,69667
4806,1.6020,69581
4807,1.6023,69743
4808,1.6027,69762
4809,1.6030,69703
4810,1.6033,69648
4811,1.6037,69666
4812,1.6040,69682
4813,1.6043,69623
4814,1.6047,69709
4815,1.6050,69794
4816,1.6053,69762
4817,1.6057,69723
4818,1.6060,69654
4819,1.6063,69625
4820,1.6067,69570
4821,1.6070,69732
4822,1.6073,69810
4823,1.6077,69751
4824,1.6080,69699
4825,1.6083,69703
4826,1.6087,69732
4827,1.6090,69654
4828,1.6093,69695
4829,1.6097,69757
4830,1.6100,69736
4831,1.6103,69692
4832,1.6107,69687
4833,1.6110,69688
4834,1.6113,69741
4835,1.6117,69747
4836,1.6120,69749
4837,1.6123,69604
4838,1.6127,69666
4839,1.6130,69697
4840,1.6133,69728
4841,1.6137,69756
4842,1.6140,69759
4843,1.6143,69759
4844,1.6147,69647
4845,1.6150,69677
4846,1.6153,69786
4847,1.6157,69791
4848,1.6160,69837
4849,1.6163,69794
4850,1.6167,69772
4851,1.6170,69721
4852,1.6173,69793
4853,1.6177,69855
4854,1.6180,69814
4855,1.6183,69737
4856,1.6187,69795
4857,1.6190,69833
4858,1.6193,69788
4859,1.6197,69753
4860,1.6200,69746
4861,1.6203,69767
4862,1.6207,69708
4863,1.6210,69806
4864,1.6213,69900
4865,1.6217,69845
4866,1.6220,69775
4867,1.6223,69714
4868,1.6227,69674
4869,1.6230,69627
4870,1.6233,69639
4871,1.6237,69719
4872,1.6240,69602
4873,1.6243,69667
4874,1.6247,69719
4875,1.6250,69854
4876,1.6253,69759
4877,1.6257,69765
4878,1.6260,69747
4879,1.6263,69701
4880,1.6267,69691
4881,1.6270,69786
4882,1.6273,69839
4883,1.6277,69778
4884,1.6280,69832
4885,1.6283,69862
4886,1.6287,69869
4887,1.6290,69713
4888,1.6293,69729
4889,1.6297,69801
4890,1.6300,69748
4891,1.6303,69692
4892,1.6307,69671
4893,1.6310,69672
4894,1.6313,69600
4895,1.6317,69589
4896,1.6320,69712
4897,1.6323,69760
4898,1.6327,69851
4899,1.6330,69826
4900,1.6333,69765
4901,1.6337,69622
4902,1.6340,69634
4903,1.6343,69763
4904,1.6347,69708
4905,1.6350,69710
4906,1.6353,69710
4907,1.6357,69762
4908,1.6360,69694
4909,1.6363,69747
4910,1.6367,69839
4911,1.6370,69822
4912,1.6373,69722
4913,1.6377,69762
4914,1.6380,69837
4915,1.6383,69757
4916,1.6387,69716
4917,1.6390,69746
4918,1.6393,69817
4919,1.6397,69733
4920,1.6400,69778
4921,1.6403,69866
4922,1.6407,69823
4923,1.6410,69686
4924,1.6413,69706
4925,1.6417,69815
4926,1.6420,69787
4927,1.6423,69740
4928,1.6427,69716
4929,1.6430,69736
4930,1.6433,69674
4931,1.6437,69693
4932,1.6440,69774
4933,1.6443,69755
4934,1.6447,69693
4935,1.6450,69725
4936,1.6453,69803
4937,1.6457,69770
4938,1.6460,69753
4939,1.6463,69783
4940,1.6467,69802
4941,1.6470,69700
4942,1.6473,69654
4943,1.6477,69746
4944,1.6480,69743
4945,1.6483,69714
4946,1.6487,69711
4947,1.6490,69824
4948,1.6493,69755
4949,1.6497,69739
4950,1.6500,69744
4951,1.6503,69752
4952,1.6507,69774
4953,1.6510,69739
4954,1.6513,69785
4955,1.6517,69726
4956,1.6520,69801
4957,1.6523,69903
4958,1.6527,69850
4959,1.6530,69756
4960,1.6533,69719
4961,1.6537,69703
4962,1.6540,69698
4963,1.6543,69723
4964,1.6547,69785
4965,1.6550,69779
4966,1.6553,69769
4967,1.6557,69847
4968,1.6560,69782
4969,1.6563,69784
4970,1.6567,69752
4971,1.6570,69732
4972,1.6573,69729
4973,1.6577,69766
4974,1.6580,69800
4975,1.6583,69839
4976,1.6587,69815
4977,1.6590,69806
4978,1.6593,69696
4979,1.6597,69701
4980,1.6600,69824
4981,1.6603,69788
4982,1.6607,69769
4983,1.6610,69720
4984,1.6613,69664
4985,1.6617,69646
4986,1.6620,69649
4987,1.6623,69653
4988,1.6627,69682
4989,1.6630,69641
4990,1.6633,69642
4991,1.6637,69629
4992,1.6640,69742
4993,1.6643,69755
4994,1.6647,69651
4995,1.6650,69539
4996,1.6653,69687
4997,1.6657,69669
4998,1.6660,69713
4999,1.6663,69694
5000,1.6667,69734
5001,1.6670,69734
5002,1.6673,69796
5003,1.6677,69824
5004,1.6680,69847
5005,1.6683,69761
5006,1.6687,69733
5007,1.6690,69644
5008,1.6693,69643
5009,1.6697,69753
5010,1.6700,69751
5011,1.6703,69808
5012,1.6707,69827
5013,1.6710,69805
5014,1.6713,69774
5015,1.6717,69729
5016,1.6720,69690
5017,1.6723,69656
5018,1.6727,69669
5019,1.6730,69844
5020,1.6733,69751
5021,1.6737,69706
5022,1.6740,69654
5023,1.6743,69622
5024,1.6747,69614
5025,1.6750,69659
5026,1.6753,69901
5027,1.6757,69893
5028,1.6760,69929
5029,1.6763,69897
5030,1.6767,69848
5031,1.6770,69741
5032,1.6773,69700
5033,1.6777,69665
5034,1.6780,69631
5035,1.6783,69607
5036,1.6787,69769
5037,1.6790,69690
5038,1.6793,69640
5039,1.6797,69624
5040,1.6800,69787
5041,1.6803,69725
5042,1.6807,69711
5043,1.6810,69705
5044,1.6813,69694
5045,1.6817,69632
5046,1.6820,69643
5047,1.6823,69809
5048,1.6827,69766
5049,1.6830,69720
5050,1.6833,69722
5051,1.6837,69694
5052,1.6840,69684
5053,1.6843,69614
5054,1.6847,69759
5055,1.6850,69657
5056,1.6853,69627
5057,1.6857,69574
5058,1.6860,69610
5059,1.6863,69609
5060,1.6867,69701
5061,1.6870,69955
5062,1.6873,69998
5063,1.6877,69931
5064,1.6880,69770
5065,1.6883,69827
5066,1.6887,69735
5067,1.6890,69719
5068,1.6893,69682
5069,1.6897,69653
5070,1.6900,69676
5071,1.6903,69715
5072,1.6907,69789
5073,1.6910,69682
5074,1.6913,69580
5075,1.6917,69670
5076,1.6920,69681
5077,1.6923,69748
5078,1.6927,69828
5079,1.6930,69874
5080,1.6933,69814
5081,1.6937,69642
5082,1.6940,69742
5083,1.6943,69663
5084,1.6947,69708
5085,1.6950,69704
5086,1.6953,69758
5087,1.6957,69724
5088,1.6960,69706
5089,1.6963,69843
5090,1.6967,69791
5091,1.6970,69762
5092,1.6973,69784
5093,1.6977,69869
5094,1.6980,69883
5095,1.6983,69817
5096,1.6987,69886
5097,1.6990,69775
5098,1.6993,69697
5099,1.6997,69693
5100,1.7000,69704
5101,1.7003,69729
5102,1.7007,69672
5103,1.7010,69793
5104,1.7013,69707
5105,1.7017,69755
5106,1.7020,69793
5107,1.7023,69816
5108,1.7027,69768
5109,1.7030,69736
5110,1.7033,69726
5111,1.7037,69686
5112,1.7040,69663
5113,1.7043,69819
5114,1.7047,69777
5115,1.7050,69732
5116,1.7053,69730
5117,1.7057,69715
5118,1.7060,69744
5119,1.7063,69705
5120,1.7067,69871
5121,1.7070,69768
5122,1.7073,69792
5123,1.7077,69819
5124,1.7080,69816
5125,1.7083,69752
5126,1.7087,69719
5127,1.7090,69722
5128,1.7093,69751
5129,1.7097,69736
5130,1.7100,69886
5131,1.7103,69808
5132,1.7107,69777
5133,1.7110,69780
5134,1.7113,69773
5135,1.7117,69811
5136,1.7120,69828
5137,1.7123,69787
5138,1.7127,69704
5139,1.7130,69678
5140,1.7133,69906
5141,1.7137,69867
5142,1.7140,69845
5143,1.7143,69832
5144,1.7147,69792
5145,1.7150,69740
5146,1.7153,69671
5147,1.7157,69865
5148,1.7160,69808
5149,1.7163,69823
5150,1.7167,69840
5151,1.7170,69839
5152,1.7173,69789
5153,1.7177,69727
5154,1.7180,69879
5155,1.7183,69794
5156,1.7187,69781
5157,1.7190,69807
5158,1.7193,69829
5159,1.7197,69820
5160,1.7200,69834
5161,1.7203,69823
5162,1.7207,69801
5163,1.7210,69705
5164,1.7213,69884
5165,1.7217,69818
5166,1.7220,69795
5167,1.7223,69697
5168,1.7227,69834
5169,1.7230,69711
5170,1.7233,69656
5171,1.7237,69675
5172,1.7240,69773
5173,1.7243,69842
5174,1.7247,69786
5175,1.7250,69919
5176,1.7253,69739
5177,1.7257,69677
5178,1.7260,69636
5179,1.7263,69714
5180,1.7267,69754
5181,1.7270,69721
5182,1.7273,69851
5183,1.7277,69727
5184,1.7280,69668
5185,1.7283,69688
5186,1.7287,69714
5187,1.7290,69729
5188,1.7293,69651
5189,1.7297,69826
5190,1.7300,69787
5191,1.7303,69823
5192,1.7307,69803
5193,1.7310,69755
5194,1.7313,69745
5195,1.7317,69777
5196,1.7320,69839
5197,1.7323,69815
5198,1.7327,69711
5199,1.7330,69844
5200,1.7333,69756
5201,1.7337,69785
5202,1.7340,69809
5203,1.7343,69841
5204,1.7347,69814
5205,1.7350,69808
5206,1.7353,69821
5207,1.7357,69800
5208,1.7360,69740
5209,1.7363,69916
5210,1.7367,69881
5211,1.7370,69892
5212,1.7373,69980
5213,1.7377,70050
5214,1.7380,70124
5215,1.7383,70049
5216,1.7387,70335
5217,1.7390,70356
5218,1.7393,70517
5219,1.7397,70638
5220,1.7400,70785
5221,1.7403,70920
5222,1.7407,71063
5223,1.7410,71503
5224,1.7413,71691
