#"FID1 - B:Signal #1 LEO_027_1eq_04h.D"
#Point,X(Minutes),Y(Response Units)
360,0.1200,69681
361,0.1203,69441
362,0.1207,69576
363,0.1210,69561
364,0.1213,69702
365,0.1217,69840
366,0.1220,69825
367,0.1223,69765
368,0.1227,69628
369,0.1230,69665
370,0.1233,69718
371,0.1237,69699
372,0.1240,69726
373,0.1243,69794
374,0.1247,69725
375,0.1250,69706
376,0.1253,69599
377,0.1257,69659
378,0.1260,69677
379,0.1263,69645
380,0.1267,69668
381,0.1270,69825
382,0.1273,69773
383,0.1277,69737
384,0.1280,69561
385,0.1283,69675
386,0.1287,69696
387,0.1290,69750
388,0.1293,69836
389,0.1297,69788
390,0.1300,69745
391,0.1303,69657
392,0.1307,69703
393,0.1310,69723
394,0.1313,69717
395,0.1317,69761
396,0.1320,69914
397,0.1323,69844
398,0.1327,69798
399,0.1330,69606
400,0.1333,69629
401,0.1337,69696
402,0.1340,69695
403,0.1343,69944
404,0.1347,69822
405,0.1350,69887
406,0.1353,69696
407,0.1357,69788
408,0.1360,69777
409,0.1363,69758
410,0.1367,69951
411,0.1370,69778
412,0.1373,69795
413,0.1377,69551
414,0.1380,69701
415,0.1383,69703
416,0.1387,69762
417,0.1390,69885
418,0.1393,69804
419,0.1397,69771
420,0.1400,69693
421,0.1403,69719
422,0.1407,69724
423,0.1410,69654
424,0.1413,69851
425,0.1417,69729
426,0.1420,69733
427,0.1423,69530
428,0.1427,69674
429,0.1430,69721
430,0.1433,69762
431,0.1437,69964
432,0.1440,69817
433,0.1443,69804
434,0.1447,69547
435,0.1450,69723
436,0.1453,69700
437,0.1457,69746
438,0.1460,69796
439,0.1463,69759
440,0.1467,69664
441,0.1470,69541
442,0.1473,69594
443,0.1477,69673
444,0.1480,69617
445,0.1483,69771
446,0.1487,69631
447,0.1490,69714
448,0.1493,69596
449,0.1497,69743
450,0.1500,69768
451,0.1503,69767
452,0.1507,69924
453,0.1510,69791
454,0.1513,69779
455,0.1517,69583
456,0.1520,69717
457,0.1523,69669
458,0.1527,69860
459,0.1530,69686
460,0.1533,69754
461,0.1537,69597
462,0.1540,69749
463,0.1543,69724
464,0.1547,69748
465,0.1550,69820
466,0.1553,69721
467,0.1557,69727
468,0.1560,69632
469,0.1563,69757
470,0.1567,69750
471,0.1570,69766
472,0.1573,69885
473,0.1577,69834
474,0.1580,69844
475,0.1583,69721
476,0.1587,69716
477,0.1590,69695
478,0.1593,69797
479,0.1597,69791
480,0.1600,69794
481,0.1603,69681
482,0.1607,69723
483,0.1610,69745
484,0.1613,69743
485,0.1617,69892
486,0.1620,69800
487,0.1623,69815
488,0.1627,69672
489,0.1630,69769
490,0.1633,69819
491,0.1637,69826
492,0.1640,70011
493,0.1643,69846
494,0.1647,69855
495,0.1650,69588
496,0.1653,69683
497,0.1657,69619
498,0.1660,69820
499,0.1663,69728
500,0.1667,69762
501,0.1670,69624
502,0.1673,69662
503,0.1677,69689
504,0.1680,69807
505,0.1683,69765
506,0.1687,69686
507,0.1690,69547
508,0.1693,69617
509,0.1697,69662
510,0.1700,69763
511,0.1703,69687
512,0.1707,69745
513,0.1710,69643
514,0.1713,69781
515,0.1717,69751
516,0.1720,69791
517,0.1723,69882
518,0.1727,69753
519,0.1730,69682
520,0.1733,69544
521,0.1737,69674
522,0.1740,69726
523,0.1743,69879
524,0.1747,69782
525,0.1750,69790
526,0.1753,69650
527,0.1757,69744
528,0.1760,69698
529,0.1763,69880
530,0.1767,69789
531,0.1770,69831
532,0.1773,69608
533,0.1777,69686
534,0.1780,69655
535,0.1783,69854
536,0.1787,69739
537,0.1790,69765
538,0.1793,69577
539,0.1797,69731
540,0.1800,69707
541,0.1803,69844
542,0.1807,69727
543,0.1810,69733
544,0.1813,69660
545,0.1817,69760
546,0.1820,69753
547,0.1823,69822
548,0.1827,69740
549,0.1830,69724
550,0.1833,69606
551,0.1837,69676
552,0.1840,69721
553,0.1843,69885
554,0.1847,69769
555,0.1850,69734
556,0.1853,69535
557,0.1857,69641
558,0.1860,69612
559,0.1863,69837
560,0.1867,69768
561,0.1870,69882
562,0.1873,69748
563,0.1877,69843
564,0.1880,69757
565,0.1883,69885
566,0.1887,69752
567,0.1890,69775
568,0.1893,69586
569,0.1897,69695
570,0.1900,69868
571,0.1903,69787
572,0.1907,69807
573,0.1910,69634
574,0.1913,69762
575,0.1917,69708
576,0.1920,69912
577,0.1923,69735
578,0.1927,69798
579,0.1930,69588
580,0.1933,69706
581,0.1937,69596
582,0.1940,69751
583,0.1943,69668
584,0.1947,69776
585,0.1950,69625
586,0.1953,69675
587,0.1957,69621
588,0.1960,69693
589,0.1963,69628
590,0.1967,69621
591,0.1970,69556
592,0.1973,69644
593,0.1977,69689
594,0.1980,69852
595,0.1983,69854
596,0.1987,69806
597,0.1990,69643
598,0.1993,69697
599,0.1997,69733
600,0.2000,69849
601,0.2003,69790
602,0.2007,69776
603,0.2010,69633
604,0.2013,69661
605,0.2017,69636
606,0.2020,69796
607,0.2023,69694
608,0.2027,69764
609,0.2030,69639
610,0.2033,69774
611,0.2037,69903
612,0.2040,69807
613,0.2043,69753
614,0.2047,69642
615,0.2050,69754
616,0.2053,69734
617,0.2057,69856
618,0.2060,69719
619,0.2063,69775
620,0.2067,69575
621,0.2070,69686
622,0.2073,69632
623,0.2077,69793
624,0.2080,69663
625,0.2083,69682
626,0.2087,69529
627,0.2090,69604
628,0.2093,69778
629,0.2097,69746
630,0.2100,69794
631,0.2103,69691
632,0.2107,69749
633,0.2110,69698
634,0.2113,69780
635,0.2117,69696
636,0.2120,69768
637,0.2123,69660
638,0.2127,69770
639,0.2130,69891
640,0.2133,69829
641,0.2137,69751
642,0.2140,69638
643,0.2143,69652
644,0.2147,69688
645,0.2150,69840
646,0.2153,69855
647,0.2157,69884
648,0.2160,69729
649,0.2163,69731
650,0.2167,69858
651,0.2170,69782
652,0.2173,69727
653,0.2177,69622
654,0.2180,69685
655,0.2183,69756
656,0.2187,69890
657,0.2190,69782
658,0.2193,69754
659,0.2197,69634
660,0.2200,69709
661,0.2203,69821
662,0.2207,69650
663,0.2210,69665
664,0.2213,69573
665,0.2217,69732
666,0.2220,69686
667,0.2223,69849
668,0.2227,69736
669,0.2230,69774
670,0.2233,69657
671,0.2237,69739
672,0.2240,69764
673,0.2243,69872
674,0.2247,69791
675,0.2250,69738
676,0.2253,69622
677,0.2257,69610
678,0.2260,69819
679,0.2263,69653
680,0.2267,69789
681,0.2270,69622
682,0.2273,69746
683,0.2277,69666
684,0.2280,69843
685,0.2283,69814
686,0.2287,69829
687,0.2290,69696
688,0.2293,69704
689,0.2297,69896
690,0.2300,69762
691,0.2303,69808
692,0.2307,69623
693,0.2310,69715
694,0.2313,69661
695,0.2317,69854
696,0.2320,69720
697,0.2323,69764
698,0.2327,69562
699,0.2330,69680
700,0.2333,69789
701,0.2337,69731
702,0.2340,69722
703,0.2343,69592
704,0.2347,69655
705,0.2350,69744
706,0.2353,69649
707,0.2357,69637
708,0.2360,69549
709,0.2363,69603
710,0.2367,69624
711,0.2370,69770
712,0.2373,69774
713,0.2377,69730
714,0.2380,69568
715,0.2383,69533
716,0.2387,69555
717,0.2390,69759
718,0.2393,69690
719,0.2397,69699
720,0.2400,69575
721,0.2403,69697
722,0.2407,69839
723,0.2410,69748
724,0.2413,69771
725,0.2417,69662
726,0.2420,69711
727,0.2423,69738
728,0.2427,69853
729,0.2430,69842
730,0.2433,69813
731,0.2437,69704
732,0.2440,69678
733,0.2443,69812
734,0.2447,69666
735,0.2450,69690
736,0.2453,69597
737,0.2457,69754
738,0.2460,69754
739,0.2463,69816
740,0.2467,69751
741,0.2470,69725
742,0.2473,69627
743,0.2477,69584
744,0.2480,69776
745,0.2483,69705
746,0.2487,69776
747,0.2490,69542
748,0.2493,69585
749,0.2497,69547
750,0.2500,69773
751,0.2503,69768
752,0.2507,69814
753,0.2510,69679
754,0.2513,69724
755,0.2517,69867
756,0.2520,69754
757,0.2523,69767
758,0.2527,69575
759,0.2530,69746
760,0.2533,69870
761,0.2537,69821
762,0.2540,69712
763,0.2543,69538
764,0.2547,69571
765,0.2550,69602
766,0.2553,69736
767,0.2557,69695
768,0.2560,69714
769,0.2563,69563
770,0.2567,69672
771,0.2570,69756
772,0.2573,69679
773,0.2577,69670
774,0.2580,69589
775,0.2583,69702
776,0.2587,69858
777,0.2590,69752
778,0.2593,69815
779,0.2597,69706
780,0.2600,69825
781,0.2603,69946
782,0.2607,69839
783,0.2610,69811
784,0.2613,69629
785,0.2617,69723
786,0.2620,69686
787,0.2623,69883
788,0.2627,69737
789,0.2630,69808
790,0.2633,69650
791,0.2637,69798
792,0.2640,69760
793,0.2643,69876
794,0.2647,69695
795,0.2650,69693
796,0.2653,69532
797,0.2657,69695
798,0.2660,69878
799,0.2663,69800
800,0.2667,69784
801,0.2670,69586
802,0.2673,69702
803,0.2677,69662
804,0.2680,69898
805,0.2683,69775
806,0.2687,69851
807,0.2690,69625
808,0.2693,69715
809,0.2697,69832
810,0.2700,69804
811,0.2703,69784
812,0.2707,69639
813,0.2710,69639
814,0.2713,69633
815,0.2717,69767
816,0.2720,69706
817,0.2723,69728
818,0.2727,69562
819,0.2730,69653
820,0.2733,69830
821,0.2737,69822
822,0.2740,69821
823,0.2743,69662
824,0.2747,69657
825,0.2750,69682
826,0.2753,69830
827,0.2757,69821
828,0.2760,69771
829,0.2763,69647
830,0.2767,69625
831,0.2770,69830
832,0.2773,69674
833,0.2777,69755
834,0.2780,69604
835,0.2783,69725
836,0.2787,69692
837,0.2790,69788
838,0.2793,69686
839,0.2797,69676
840,0.2800,69605
841,0.2803,69651
842,0.2807,69691
843,0.2810,69752
844,0.2813,69773
845,0.2817,69737
846,0.2820,69616
847,0.2823,69586
848,0.2827,69784
849,0.2830,69702
850,0.2833,69761
851,0.2837,69640
852,0.2840,69734
853,0.2843,69745
854,0.2847,69841
855,0.2850,69756
856,0.2853,69766
857,0.2857,69625
858,0.2860,69640
859,0.2863,69800
860,0.2867,69685
861,0.2870,69777
862,0.2873,69654
863,0.2877,69821
864,0.2880,69728
865,0.2883,69834
866,0.2887,69678
867,0.2890,69757
868,0.2893,69575
869,0.2897,69619
870,0.2900,69785
871,0.2903,69749
872,0.2907,69803
873,0.2910,69615
874,0.2913,69688
875,0.2917,69647
876,0.2920,69857
877,0.2923,69775
878,0.2927,69815
879,0.2930,69618
880,0.2933,69655
881,0.2937,69757
882,0.2940,69664
883,0.2943,69688
884,0.2947,69635
885,0.2950,69760
886,0.2953,69735
887,0.2957,69878
888,0.2960,69777
889,0.2963,69869
890,0.2967,69679
891,0.2970,69761
892,0.2973,69726
893,0.2977,69920
894,0.2980,69838
895,0.2983,69857
896,0.2987,69674
897,0.2990,69764
898,0.2993,69855
899,0.2997,69759
900,0.3000,69733
901,0.3003,69599
902,0.3007,69725
903,0.3010,69717
904,0.3013,69946
905,0.3017,69785
906,0.3020,69817
907,0.3023,69566
908,0.3027,69666
909,0.3030,69771
910,0.3033,69699
911,0.3037,69680
912,0.3040,69554
913,0.3043,69633
914,0.3047,69652
915,0.3050,69825
916,0.3053,69753
917,0.3057,69805
918,0.3060,69619
919,0.3063,69690
920,0.3067,69773
921,0.3070,69727
922,0.3073,69731
923,0.3077,69627
924,0.3080,69663
925,0.3083,69673
926,0.3087,69787
927,0.3090,69734
928,0.3093,69720
929,0.3097,69655
930,0.3100,69703
931,0.3103,69925
932,0.3107,69799
933,0.3110,69833
934,0.3113,69629
935,0.3117,69652
936,0.3120,69663
937,0.3123,69811
938,0.3127,69788
939,0.3130,69734
940,0.3133,69611
941,0.3137,69661
942,0.3140,69747
943,0.3143,69852
944,0.3147,69787
945,0.3150,69745
946,0.3153,69645
947,0.3157,69710
948,0.3160,69895
949,0.3163,69739
950,0.3167,69751
951,0.3170,69529
952,0.3173,69591
953,0.3177,69738
954,0.3180,69727
955,0.3183,69770
956,0.3187,69586
957,0.3190,69622
958,0.3193,69744
959,0.3197,69729
960,0.3200,69755
961,0.3203,69701
962,0.3207,69768
963,0.3210,69771
964,0.3213,69848
965,0.3217,69811
966,0.3220,69763
967,0.3223,69631
968,0.3227,69586
969,0.3230,69769
970,0.3233,69702
971,0.3237,69783
972,0.3240,69624
973,0.3243,69645
974,0.3247,69831
975,0.3250,69762
976,0.3253,69906
977,0.3257,69663
978,0.3260,69731
979,0.3263,69799
980,0.3267,69757
981,0.3270,69707
982,0.3273,69537
983,0.3277,69576
984,0.3280,69832
985,0.3283,69728
986,0.3287,69791
987,0.3290,69584
988,0.3293,69663
989,0.3297,69735
990,0.3300,69682
991,0.3303,69665
992,0.3307,69579
993,0.3310,69623
994,0.3313,69818
995,0.3317,69796
996,0.3320,69817
997,0.3323,69675
998,0.3327,69688
999,0.3330,69868
1000,0.3333,69732
1001,0.3337,69764
1002,0.3340,69558
1003,0.3343,69700
1004,0.3347,69810
1005,0.3350,69768
1006,0.3353,69755
1007,0.3357,69638
1008,0.3360,69719
1009,0.3363,69758
1010,0.3367,69913
1011,0.3370,69846
1012,0.3373,69842
1013,0.3377,69637
1014,0.3380,69675
1015,0.3383,69793
1016,0.3387,69742
1017,0.3390,69727
1018,0.3393,69573
1019,0.3397,69607
1020,0.3400,69825
1021,0.3403,69713
1022,0.3407,69708
1023,0.3410,69506
1024,0.3413,69633
1025,0.3417,69776
1026,0.3420,69746
1027,0.3423,69746
1028,0.3427,69697
1029,0.3430,69734
1030,0.3433,69883
1031,0.3437,69818
1032,0.3440,69818
1033,0.3443,69675
1034,0.3447,69696
1035,0.3450,69864
1036,0.3453,69744
1037,0.3457,69759
1038,0.3460,69568
1039,0.3463,69678
1040,0.3467,69786
1041,0.3470,69715
1042,0.3473,69718
1043,0.3477,69615
1044,0.3480,69654
1045,0.3483,69836
1046,0.3487,69755
1047,0.3490,69857
1048,0.3493,69668
1049,0.3497,69731
1050,0.3500,69807
1051,0.3503,69712
1052,0.3507,69720
1053,0.3510,69585
1054,0.3513,69687
1055,0.3517,69759
1056,0.3520,69735
1057,0.3523,69728
1058,0.3527,69656
1059,0.3530,69632
1060,0.3533,69803
1061,0.3537,69706
1062,0.3540,69811
1063,0.3543,69607
1064,0.3547,69672
1065,0.3550,69810
1066,0.3553,69782
1067,0.3557,69789
1068,0.3560,69656
1069,0.3563,69706
1070,0.3567,69921
1071,0.3570,69804
1072,0.3573,69860
1073,0.3577,69677
1074,0.3580,69727
1075,0.3583,69817
1076,0.3587,69728
1077,0.3590,69810
1078,0.3593,69729
1079,0.3597,69866
1080,0.3600,69921
1081,0.3603,69818
1082,0.3607,69721
1083,0.3610,69601
1084,0.3613,69592
1085,0.3617,69801
1086,0.3620,69714
1087,0.3623,69823
1088,0.3627,69645
1089,0.3630,69699
1090,0.3633,69737
1091,0.3637,69693
1092,0.3640,69744
1093,0.3643,69699
1094,0.3647,69714
1095,0.3650,69892
1096,0.3653,69748
1097,0.3657,69805
1098,0.3660,69625
1099,0.3663,69694
1100,0.3667,69830
1101,0.3670,69748
1102,0.3673,69767
1103,0.3677,69542
1104,0.3680,69617
1105,0.3683,69717
1106,0.3687,69712
1107,0.3690,69655
1108,0.3693,69607
1109,0.3697,69665
1110,0.3700,69933
1111,0.3703,69846
1112,0.3707,69896
1113,0.3710,69659
1114,0.3713,69681
1115,0.3717,69777
1116,0.3720,69756
1117,0.3723,69738
1118,0.3727,69583
1119,0.3730,69584
1120,0.3733,69810
1121,0.3737,69743
1122,0.3740,69742
1123,0.3743,69583
1124,0.3747,69673
1125,0.3750,69861
1126,0.3753,69801
1127,0.3757,69825
1128,0.3760,69654
1129,0.3763,69685
1130,0.3767,69786
1131,0.3770,69791
1132,0.3773,69801
1133,0.3777,69670
1134,0.3780,69671
1135,0.3783,69851
1136,0.3787,69726
1137,0.3790,69761
1138,0.3793,69618
1139,0.3797,69772
1140,0.3800,69902
1141,0.3803,69792
1142,0.3807,69727
1143,0.3810,69617
1144,0.3813,69680
1145,0.3817,69887
1146,0.3820,69815
1147,0.3823,69840
1148,0.3827,69659
1149,0.3830,69685
1150,0.3833,69790
1151,0.3837,69758
1152,0.3840,69848
1153,0.3843,69743
1154,0.3847,69805
1155,0.3850,69899
1156,0.3853,69857
1157,0.3857,69792
1158,0.3860,69671
1159,0.3863,69660
1160,0.3867,69903
1161,0.3870,69767
1162,0.3873,69832
1163,0.3877,69669
1164,0.3880,69778
1165,0.3883,69890
1166,0.3887,69820
1167,0.3890,69797
1168,0.3893,69653
1169,0.3897,69652
1170,0.3900,69811
1171,0.3903,69762
1172,0.3907,69834
1173,0.3910,69668
1174,0.3913,69722
1175,0.3917,69883
1176,0.3920,69790
1177,0.3923,69810
1178,0.3927,69639
1179,0.3930,69769
1180,0.3933,69894
1181,0.3937,69810
1182,0.3940,69775
1183,0.3943,69653
1184,0.3947,69695
1185,0.3950,69847
1186,0.3953,69725
1187,0.3957,69720
1188,0.3960,69528
1189,0.3963,69613
1190,0.3967,69740
1191,0.3970,69716
1192,0.3973,69725
1193,0.3977,69645
1194,0.3980,69726
1195,0.3983,69919
1196,0.3987,69828
1197,0.3990,69838
1198,0.3993,69683
1199,0.3997,69713
1200,0.4000,69833
1201,0.4003,69736
1202,0.4007,69777
1203,0.4010,69632
1204,0.4013,69726
1205,0.4017,69845
1206,0.4020,69834
1207,0.4023,69818
1208,0.4027,69708
1209,0.4030,69742
1210,0.4033,69888
1211,0.4037,69796
1212,0.4040,69768
1213,0.4043,69536
1214,0.4047,69762
1215,0.4050,69728
1216,0.4053,69833
1217,0.4057,69701
1218,0.4060,69771
1219,0.4063,69841
1220,0.4067,69776
1221,0.4070,69710
1222,0.4073,69575
1223,0.4077,69629
1224,0.4080,69741
1225,0.4083,69722
1226,0.4087,69680
1227,0.4090,69609
1228,0.4093,69638
1229,0.4097,69849
1230,0.4100,69784
1231,0.4103,69796
1232,0.4107,69618
1233,0.4110,69846
1234,0.4113,69772
1235,0.4117,69768
1236,0.4120,69579
1237,0.4123,69679
1238,0.4127,69841
1239,0.4130,69813
1240,0.4133,69798
1241,0.4137,69620
1242,0.4140,69674
1243,0.4143,69821
1244,0.4147,69812
1245,0.4150,69805
1246,0.4153,69710
1247,0.4157,69733
1248,0.4160,69921
1249,0.4163,69790
1250,0.4167,69800
1251,0.4170,69645
1252,0.4173,69893
1253,0.4177,69765
1254,0.4180,69738
1255,0.4183,69600
1256,0.4187,69710
1257,0.4190,69847
1258,0.4193,69812
1259,0.4197,69788
1260,0.4200,69669
1261,0.4203,69651
1262,0.4207,69831
1263,0.4210,69760
1264,0.4213,69756
1265,0.4217,69651
1266,0.4220,69734
1267,0.4223,69947
1268,0.4227,69841
1269,0.4230,69843
1270,0.4233,69673
1271,0.4237,69756
1272,0.4240,69880
1273,0.4243,69862
1274,0.4247,69831
1275,0.4250,69701
1276,0.4253,69634
1277,0.4257,69826
1278,0.4260,69716
1279,0.4263,69803
1280,0.4267,69639
1281,0.4270,69715
1282,0.4273,69843
1283,0.4277,69803
1284,0.4280,69766
1285,0.4283,69574
1286,0.4287,69640
1287,0.4290,69788
1288,0.4293,69821
1289,0.4297,69784
1290,0.4300,69695
1291,0.4303,69670
1292,0.4307,69843
1293,0.4310,69780
1294,0.4313,69854
1295,0.4317,69683
1296,0.4320,69758
1297,0.4323,69852
1298,0.4327,69791
1299,0.4330,69750
1300,0.4333,69670
1301,0.4337,69692
1302,0.4340,69887
1303,0.4343,69804
1304,0.4347,69903
1305,0.4350,69772
1306,0.4353,69803
1307,0.4357,69897
1308,0.4360,69815
1309,0.4363,69835
1310,0.4367,69641
1311,0.4370,69861
1312,0.4373,69787
1313,0.4377,69802
1314,0.4380,69557
1315,0.4383,69583
1316,0.4387,69730
1317,0.4390,69744
1318,0.4393,69758
1319,0.4397,69652
1320,0.4400,69677
1321,0.4403,69856
1322,0.4407,69778
1323,0.4410,69768
1324,0.4413,69627
1325,0.4417,69717
1326,0.4420,69838
1327,0.4423,69776
1328,0.4427,69746
1329,0.4430,69592
1330,0.4433,69783
1331,0.4437,69734
1332,0.4440,69805
1333,0.4443,69649
1334,0.4447,69694
1335,0.4450,69794
1336,0.4453,69806
1337,0.4457,69823
1338,0.4460,69733
1339,0.4463,69773
1340,0.4467,69727
1341,0.4470,69704
1342,0.4473,69645
1343,0.4477,69634
1344,0.4480,69795
1345,0.4483,69752
1346,0.4487,69785
1347,0.4490,69671
1348,0.4493,69671
1349,0.4497,69857
1350,0.4500,69829
1351,0.4503,69907
1352,0.4507,69745
1353,0.4510,69715
